velocities,curvatures,accelerations,long_dt_errors,lat_errors,orient_errors,directory_idcs,trajectory_idcs,signed_orient_errors,signed_lat_errors,mask_lat,mask_orient
0.25,1.0,0.0,0.0031473731084129,0.0159445700799385,0.0373550511478519,0.0,0.0,0.0373550511478519,0.0159445700799385,False,False
0.25,1.0,0.0,0.0044662472825933,0.0157669531953106,0.0443297477704778,0.0,0.0,0.0443297477704778,0.0157669531953106,False,False
0.25,1.0,0.0,0.0035844223916539,0.0153168655204747,0.0594211607630499,0.0,0.0,0.0594211607630499,0.0153168655204747,False,False
0.25,1.0,0.0,0.0026061833440342,0.0146810670105172,0.0757054311663396,0.0,0.0,0.0757054311663396,0.0146810670105172,False,False
0.25,1.0,0.0,0.0001497389959232,0.0143394290523836,0.0834115770511259,0.0,0.0,0.0834115770511259,0.0143394290523836,False,False
0.25,1.0,0.0,-0.0037910739329177,0.0135111501166174,0.0996399105360636,0.0,0.0,0.0996399105360636,0.0135111501166174,False,False
0.25,1.0,0.0,0.0002992522762172,0.0124840586067789,0.1142056189934752,0.0,0.0,0.1142056189934752,0.0124840586067789,False,False
0.25,1.0,0.0,0.0003499929018701,0.0119538355972766,0.120041380695044,0.0,0.0,0.120041380695044,0.0119538355972766,False,False
0.25,1.0,0.0,-0.0012100686072376,0.0107534285516644,0.1320139591412874,0.0,0.0,0.1320139591412874,0.0107534285516644,False,False
0.25,1.0,0.0,-0.0278367202851342,0.0102047946071367,0.0382086946361526,0.0,0.0,0.0382086946361526,0.0102047946071367,False,False
0.25,1.0,0.0,0.0552801168328634,0.0133934630919307,0.0242586893383238,0.0,0.0,0.0242586893383238,0.0133934630919307,False,False
0.25,1.0,0.0,0.0010213233972615,0.0131501810127142,0.034237807681229,0.0,0.0,0.034237807681229,0.0131501810127142,False,False
0.25,1.0,0.0,-0.0031126595773137,0.0127967368869527,0.0443846474359963,0.0,0.0,0.0443846474359963,0.0127967368869527,False,False
0.25,1.0,0.0,-0.0031992675473581,0.0126035818879034,0.0476911470596341,0.0,0.0,0.0476911470596341,0.0126035818879034,False,False
0.25,1.0,0.0,0.0004034067645864,0.0121295363278367,0.0545665092937945,0.0,0.0,0.0545665092937945,0.0121295363278367,False,False
0.25,1.0,0.0,-0.0020243130185039,0.0115463358729373,0.0617682947309639,0.0,0.0,0.0617682947309639,0.0115463358729373,False,False
0.25,1.0,0.0,-0.0019754772083463,0.0112787946926932,0.0659752722726296,0.0,0.0,0.0659752722726296,0.0112787946926932,False,False
0.25,1.0,0.0,-0.0049334702402076,0.0106252709279666,0.0748169787870995,0.0,0.0,0.0748169787870995,0.0106252709279666,False,False
0.25,1.0,0.0,-0.0005137360899452,0.009834438079411,0.0837376010851036,0.0,0.0,0.0837376010851036,0.009834438079411,False,False
0.25,1.0,0.0,-0.0008010989456806,0.0094332504924941,0.0888083087007851,0.0,0.0,0.0888083087007851,0.0094332504924941,False,False
0.25,1.0,0.0,0.0009614178481919,0.0085723195660899,0.0987483172968772,0.0,0.0,0.0987483172968772,0.0085723195660899,False,False
0.25,1.0,0.0,-0.0192996222858169,0.0078277041353852,0.0044837089885647,0.0,0.0,0.0044837089885647,0.0078277041353852,True,True
0.25,1.0,0.0,0.0019772166780165,0.0078023317807515,0.0093319258288433,0.0,0.0,0.0093319258288433,0.0078023317807515,False,False
0.25,1.0,0.0,0.001024522372067,0.0077095547103909,0.0198822678039674,0.0,0.0,0.0198822678039674,0.0077095547103909,False,False
0.25,1.0,0.0,0.001802660309802,0.0075005194706159,0.0307049101841565,0.0,0.0,0.0307049101841565,0.0075005194706159,False,False
0.25,1.0,0.0,0.4404609577450294,0.009791537847348,0.0295629265765113,0.0,0.0,0.0295629265765113,0.009791537847348,False,False
0.25,1.0,0.0,0.0039494891767785,0.0094906250248383,0.0415097856874853,0.0,0.0,0.0415097856874853,0.0094906250248383,False,False
0.25,1.0,0.0,0.0074808535042209,0.0090621965062515,0.0542288662539123,0.0,0.0,0.0542288662539123,0.0090621965062515,False,False
0.25,1.0,0.0,0.0048170925962823,0.0087892219743898,0.0600119704458772,0.0,0.0,0.0600119704458772,0.0087892219743898,False,False
0.25,1.0,0.0,0.004348095173254,0.0081762249483845,0.0719925361643367,0.0,0.0,0.0719925361643367,0.0081762249483845,False,False
0.25,1.0,0.0,0.0047731475952318,0.0074406223977456,0.0840696199594841,0.0,0.0,0.0840696199594841,0.0074406223977456,False,False
0.25,1.0,0.0,0.005521532305478,0.0070109740297036,0.0902034466982191,0.0,0.0,0.0902034466982191,0.0070109740297036,False,False
0.25,1.0,0.0,0.0071773787401485,0.0060828626548699,0.1018607314533563,0.0,0.0,0.1018607314533563,0.0060828626548699,False,False
0.25,1.0,0.0,-0.0128114839098707,0.0057339456512803,0.0083664469147239,0.0,0.0,0.0083664469147239,0.0057339456512803,False,False
0.25,1.0,0.0,0.0018802738215631,0.0056931258606361,0.0132610418883283,0.0,0.0,0.0132610418883283,0.0056931258606361,False,False
0.25,1.0,0.0,0.0013935665999921,0.0055614179735949,0.0239271303155028,0.0,0.0,0.0239271303155028,0.0055614179735949,False,False
0.25,1.0,0.0,-0.0004877758919173,0.0053204113486845,0.0339417826159458,0.0,0.0,0.0339417826159458,0.0053204113486845,False,False
0.25,1.0,0.0,-0.0005368228864332,0.005163659540623,0.0379737733951719,0.0,0.0,0.0379737733951719,0.005163659540623,False,False
0.25,1.0,0.0,0.0002449542250909,0.0047807092415676,0.0470351762845187,0.0,0.0,0.0470351762845187,0.0047807092415676,False,False
0.25,1.0,0.0,-0.0018171997139502,0.0042884200132962,0.0560464656786079,0.0,0.0,0.0560464656786079,0.0042884200132962,False,False
0.25,1.0,0.0,-0.0036629018469248,0.0040433007672485,0.0593569936789313,0.0,0.0,0.0593569936789313,0.0040433007672485,False,False
0.25,1.0,0.0,0.100567724482365,0.0071918675601169,0.0632076696296279,0.0,0.0,0.0632076696296279,0.0071918675601169,False,False
0.25,1.0,0.0,-0.005949831300919,0.0065285554112457,0.0741870329607454,0.0,0.0,0.0741870329607454,0.0065285554112457,False,False
0.25,1.0,0.0,-0.000367504251876,0.0062116285300068,0.0778721835108244,0.0,0.0,0.0778721835108244,0.0062116285300068,False,False
0.25,1.0,0.0,-0.0007681511566094,0.0054346977264779,0.0870368786552449,0.0,0.0,0.0870368786552449,0.0054346977264779,False,False
0.25,1.0,0.0,-0.0136942471905732,0.005071221003156,0.0073165837724129,0.0,0.0,0.0073165837724129,0.005071221003156,False,False
0.25,1.0,0.0,-0.0002938111492954,0.0050978018617122,0.0015374563092329,0.0,0.0,0.0015374563092329,0.0050978018617122,False,False
0.25,1.0,0.0,0.0010308414980387,0.0051149782786233,0.0104297206786405,0.0,0.0,0.0104297206786405,0.0051149782786233,False,False
0.25,1.0,0.0,0.0029817794653072,0.0050045342096102,0.0227066589577411,0.0,0.0,0.0227066589577411,0.0050045342096102,False,False
0.25,1.0,0.0,0.0007331330677713,0.0048994569926756,0.0283614733497232,0.0,0.0,0.0283614733497232,0.0048994569926756,False,False
0.25,1.0,0.0,-4.266780005235725e-05,0.0046102089124012,0.0414970426781557,0.0,0.0,0.0414970426781557,0.0046102089124012,False,False
0.25,1.0,0.0,-0.0025055639338985,0.004181842983299,0.0547457177665706,0.0,0.0,0.0547457177665706,0.004181842983299,False,True
0.25,1.0,0.0,-0.0005932267069025,0.0039460643801012,0.0592060183307801,0.0,0.0,0.0592060183307801,0.0039460643801012,False,False
0.25,1.0,0.0,0.0013665979733504,0.0033419227160421,0.0717555307312176,0.0,0.0,0.0717555307312176,0.0033419227160421,False,False
0.25,1.0,0.0,0.0029970827720431,0.0026113266288755,0.0866177528264975,0.0,0.0,0.0866177528264975,0.0026113266288755,False,False
0.25,1.0,0.0,-0.0045167893675483,0.0021860357344962,0.0926662930036217,0.0,0.0,0.0926662930036217,0.0021860357344962,False,False
0.25,1.0,0.0,0.0059005549266712,0.0012347792911131,0.1048318621806476,0.0,0.0,0.1048318621806476,0.0012347792911131,False,False
0.25,1.0,0.0,0.0389386855683815,0.0066690016113464,0.0103720940792491,0.0,0.0,0.0103720940792491,0.0066690016113464,False,False
0.25,1.0,0.0,0.0019292755862538,0.0067160512145102,0.0052925783853887,0.0,0.0,0.0052925783853887,0.0067160512145102,False,False
0.25,1.0,0.0,0.0038507132068584,0.0067722403367875,0.005222209300951,0.0,0.0,0.005222209300951,0.0067722403367875,False,False
0.25,1.0,0.0,0.0009049658964945,0.0067181468974287,0.0151712072879548,0.0,0.0,0.0151712072879548,0.0067181468974287,False,False
0.25,1.0,0.0,0.0036583544887794,0.0066474343021472,0.0198594676605359,0.0,0.0,0.0198594676605359,0.0066474343021472,False,False
0.25,1.0,0.0,0.0064607429238594,0.0064415105250595,0.0300378556329561,0.0,0.0,0.0300378556329561,0.0064415105250595,False,False
0.25,1.0,0.0,-0.0016612330984597,0.0061234311737043,0.0407358742124048,0.0,0.0,0.0407358742124048,0.0061234311737043,False,False
0.25,1.0,0.0,-0.0031647503856794,0.0059472359051918,0.0454437506951639,0.0,0.0,0.0454437506951639,0.0059472359051918,False,False
0.25,1.0,0.0,-0.0034615551759963,0.0054992708134228,0.0560889097538184,0.0,0.0,0.0560889097538184,0.0054992708134228,False,False
0.25,1.0,0.0,-0.0019249439039761,0.0049168532884428,0.067004825519652,0.0,0.0,0.067004825519652,0.0049168532884428,False,False
0.25,1.0,0.0,-0.0007935530658331,0.0046130092561009,0.0718695774254292,0.0,0.0,0.0718695774254292,0.0046130092561009,False,False
0.25,1.0,0.0,-0.0045949049458083,0.0039030763022041,0.0825054379648677,0.0,0.0,0.0825054379648677,0.0039030763022041,False,False
0.25,1.0,0.0,-0.0043949426309475,0.0030402946745047,0.0938370824813614,0.0,0.0,0.0938370824813614,0.0030402946745047,False,False
0.25,1.0,0.0,-0.0194234375914361,0.0028176116469844,0.0054803250647412,0.0,0.0,0.0054803250647412,0.0028176116469844,False,False
0.25,1.0,0.0,-0.0018244945143272,0.0028736818196975,0.0058976390342491,0.0,0.0,0.0058976390342491,0.0028736818196975,False,False
0.25,1.0,0.0,-0.0016768608822394,0.0028160488304841,0.0172905058186256,0.0,0.0,0.0172905058186256,0.0028160488304841,False,False
0.25,1.0,0.0,0.0944582622111771,0.0080494427179054,0.0043999537844947,0.0,0.0,0.0043999537844947,0.0080494427179054,False,False
0.25,1.0,0.0,0.0039399615176955,0.0080049055834815,0.0164060015015703,0.0,0.0,0.0164060015015703,0.0080049055834815,False,False
0.25,1.0,0.0,0.0034830855060949,0.0078298849623659,0.0288415326936291,0.0,0.0,0.0288415326936291,0.0078298849623659,False,False
0.25,1.0,0.0,0.0004922330235689,0.0076997530475598,0.0346190352899067,0.0,0.0,0.0346190352899067,0.0076997530475598,False,False
0.25,1.0,0.0,0.0010061943356948,0.0073504901250899,0.0473352559476007,0.0,0.0,0.0473352559476007,0.0073504901250899,False,False
0.25,1.0,0.0,0.0011004706606359,0.0068690734599004,0.0590263313305867,0.0,0.0,0.0590263313305867,0.0068690734599004,False,False
0.25,1.0,0.0,0.0012951243190588,0.0065949318976571,0.0633898873737019,0.0,0.0,0.0633898873737019,0.0065949318976571,False,False
0.25,1.0,0.0,-0.001311350393626,0.0059493435329042,0.0743425934876649,0.0,0.0,0.0743425934876649,0.0059493435329042,False,False
0.25,1.0,0.0,0.0044669541195905,0.0051499385641733,0.0866413210086305,0.0,0.0,0.0866413210086305,0.0051499385641733,True,True
0.25,1.0,0.0,0.0039634143487992,0.0047605849933727,0.0921781201917455,0.0,0.0,0.0921781201917455,0.0047605849933727,False,False
0.25,1.0,0.0,-0.0088947629132029,0.0047735793062875,0.0006402270451593,0.0,0.0,0.0006402270451593,0.0047735793062875,False,False
0.25,1.0,0.0,0.0015811151574721,0.0047715155458728,0.0142086366901441,0.0,0.0,0.0142086366901441,0.0047715155458728,False,False
0.25,1.0,0.0,0.000379073505857,0.0047099089509965,0.0192092912330918,0.0,0.0,0.0192092912330918,0.0047099089509965,False,False
0.25,1.0,0.0,-0.0003651661791016,0.0045121174893651,0.0312282779823052,0.0,0.0,0.0312282779823052,0.0045121174893651,False,False
0.25,1.0,0.0,-0.0034685616437895,0.0041858658974428,0.044350098676019,0.0,0.0,0.044350098676019,0.0041858658974428,False,False
0.25,1.0,0.0,-0.1244806375758871,0.006936826286175,0.0382573062938185,0.0,0.0,0.0382573062938185,0.006936826286175,False,False
0.25,1.0,0.0,-0.003152126419076,0.0065597636845259,0.0494740757567875,0.0,0.0,0.0494740757567875,0.0065597636845259,False,False
0.25,1.0,0.0,-0.0012598844721903,0.0060420379868757,0.0611160166935382,0.0,0.0,0.0611160166935382,0.0060420379868757,False,False
0.25,1.0,0.0,-0.0045108907018137,0.0057808759748425,0.0646702668243577,0.0,0.0,0.0646702668243577,0.0057808759748425,False,False
0.25,1.0,0.0,-0.0032664743846381,0.0051393243343618,0.0738840825405056,0.0,0.0,0.0738840825405056,0.0051393243343618,False,False
0.25,1.0,0.0,-0.0080913958829909,0.0043650487644975,0.0843907442608618,0.0,0.0,0.0843907442608618,0.0043650487644975,False,False
0.25,1.0,0.0,-0.0043573359089027,0.0040049872259742,0.0883878278750343,0.0,0.0,0.0883878278750343,0.0040049872259742,False,False
0.25,1.0,0.0,-0.0128741722320841,0.0032168583623444,0.0061089681580925,0.0,0.0,0.0061089681580925,0.0032168583623444,False,False
0.25,1.0,0.0,-0.0041912469260314,0.0032846014695893,0.0051914716707512,0.0,0.0,0.0051914716707512,0.0032846014695893,False,False
0.25,1.0,0.0,0.0023442495660062,0.0032666643643301,0.0094975487647621,0.0,0.0,0.0094975487647621,0.0032666643643301,False,False
0.25,1.0,0.0,0.0053866098254154,0.0031575498429856,0.0210210094356817,0.0,0.0,0.0210210094356817,0.0031575498429856,False,False
0.25,1.0,0.0,-0.0009332001326347,0.0029408722857836,0.033781435367552,0.0,0.0,0.033781435367552,0.0029408722857836,False,False
0.25,1.0,0.0,0.0031028405407259,0.0027926337884969,0.038802050897476,0.0,0.0,0.038802050897476,0.0027926337884969,False,False
0.25,1.0,0.0,0.0037093357317025,0.0023872806393486,0.0513424515693516,0.0,0.0,0.0513424515693516,0.0023872806393486,False,False
0.25,1.0,0.0,-0.0025720586792645,0.0018700023010739,0.0640049814826477,0.0,0.0,0.0640049814826477,0.0018700023010739,False,False
0.25,1.0,0.0,0.3144334538867201,0.0006228734537528,0.0583948620685959,0.0,0.0,0.0583948620685959,0.0006228734537528,False,False
0.25,1.0,0.0,8.98835488372503e-05,0.0012078113601457,0.0674432735874059,0.0,0.0,0.0674432735874059,0.0012078113601457,False,False
0.25,1.0,0.0,-0.0011354952024486,0.0019215962428624,0.0768618867207777,0.0,0.0,0.0768618867207777,0.0019215962428624,False,False
0.25,1.0,0.0,0.0010971823551992,0.0022649272634378,0.0814986049833033,0.0,0.0,0.0814986049833033,0.0022649272634378,False,False
0.25,1.0,0.0,0.0115261783152506,0.0028628102577947,0.0124080198809899,0.0,0.0,0.0124080198809899,0.0028628102577947,False,False
0.25,1.0,0.0,0.0030573190151961,0.0027326875892134,0.0018858961372436,0.0,0.0,0.0018858961372436,0.0027326875892134,False,False
0.25,1.0,0.0,0.0010071140143571,0.0027319855342497,0.0047510619847548,0.0,0.0,0.0047510619847548,0.0027319855342497,False,False
0.25,1.0,0.0,0.0007273893042958,0.0027806619209498,0.017091557541554,0.0,0.0,0.017091557541554,0.0027806619209498,False,False
0.25,1.0,0.0,0.0018785083842313,0.0029534358474275,0.0290523175103194,0.0,0.0,0.0290523175103194,0.0029534358474275,False,True
0.25,1.0,0.0,-0.0004254563694864,0.0030858524897384,0.0340487369440039,0.0,0.0,0.0340487369440039,0.0030858524897384,False,False
0.25,1.0,0.0,-0.0010047695392669,0.0034266803072769,0.0454594536554964,0.0,0.0,0.0454594536554964,0.0034266803072769,False,False
0.25,1.0,0.0,0.0006881607482156,0.0038997189224801,0.0565028204355915,0.0,0.0,0.0565028204355915,0.0038997189224801,False,False
0.25,1.0,0.0,-0.001554587862939,0.0041533679848121,0.0609860296358357,0.0,0.0,0.0609860296358357,0.0041533679848121,False,False
0.25,1.0,0.0,-0.0037927039192151,0.0047597430940444,0.0716579861930197,0.0,0.0,0.0716579861930197,0.0047597430940444,False,False
0.25,1.0,0.0,-0.0055847863886916,0.0054956685462582,0.082669767621363,0.0,0.0,0.082669767621363,0.0054956685462582,False,False
0.25,1.0,0.0,-0.0028099579117583,0.0058653182354678,0.0865925002855423,0.0,0.0,0.0865925002855423,0.0058653182354678,False,False
0.25,1.0,0.0,-0.0032970491448568,0.0067115603017256,0.0954504658609867,0.0,0.0,0.0954504658609867,0.0067115603017256,False,False
0.25,1.0,0.0,-0.1363377572265778,0.0013504024858902,0.0169452750087417,0.0,0.0,0.0169452750087417,0.0013504024858902,False,False
0.25,1.0,0.0,0.0008890221952886,0.0012710206672527,0.0123043231028021,0.0,0.0,0.0123043231028021,0.0012710206672527,False,False
0.25,1.0,0.0,0.0021422892631703,0.001146043984774,0.0025594203264964,0.0,0.0,0.0025594203264964,0.001146043984774,False,False
0.25,1.0,0.0,0.0023877187324714,0.0011178312804154,0.0072210653107451,0.0,0.0,0.0072210653107451,0.0011178312804154,False,False
0.25,1.0,0.0,0.0014331626059936,0.001150469443527,0.0113138339059326,0.0,0.0,0.0113138339059326,0.001150469443527,False,False
0.25,1.0,0.0,0.0018958752393314,0.0012660226366389,0.0209955104701622,0.0,0.0,0.0209955104701622,0.0012660226366389,False,False
0.25,1.0,0.0,0.0050302210763673,0.0014854094875385,0.0308091536948018,0.0,0.0,0.0308091536948018,0.0014854094875385,False,False
0.25,1.0,0.0,0.0075410745898979,0.0016324159205031,0.0351424500343222,0.0,0.0,0.0351424500343222,0.0016324159205031,False,False
0.25,1.0,0.0,0.007097300090107,0.0019984292949119,0.0452082285661412,0.0,0.0,0.0452082285661412,0.0019984292949119,False,False
0.25,1.0,0.0,0.003846255896336,0.0024575256653128,0.0560445661142687,0.0,0.0,0.0560445661142687,0.0024575256653128,False,False
0.25,1.0,0.0,-0.0074553583330043,0.002737507697217,0.0614215820402623,0.0,0.0,0.0614215820402623,0.002737507697217,False,False
0.25,1.0,0.0,0.0013803211756324,0.0033535934281721,0.0717522781738315,0.0,0.0,0.0717522781738315,0.0033535934281721,False,False
0.25,1.0,0.0,0.0014885752548889,0.0040985135488751,0.0829474799494058,0.0,0.0,0.0829474799494058,0.0040985135488751,False,False
0.25,1.0,0.0,0.0286605116102848,0.00414719654015,0.0146777167265188,0.0,0.0,0.0146777167265188,0.00414719654015,False,False
0.25,1.0,0.0,0.3053496334651314,0.0029462003010025,0.0066950377142482,0.0,0.0,0.0066950377142482,0.0029462003010025,False,False
0.25,1.0,0.0,-0.0002162798299331,0.0029773679910626,0.0111257502461388,0.0,0.0,0.0111257502461388,0.0029773679910626,False,False
0.25,1.0,0.0,0.0007534578544599,0.0030828908058459,0.0207294930318768,0.0,0.0,0.0207294930318768,0.0030828908058459,False,False
0.25,1.0,0.0,0.0061396511153333,0.0032864554271007,0.0286742171356202,0.0,0.0,0.0286742171356202,0.0032864554271007,False,False
0.25,1.0,0.0,-0.0017232302475061,0.0035679102174042,0.0356422371425262,0.0,0.0,0.0356422371425262,0.0035679102174042,False,False
0.25,1.0,0.0,-0.0035644460313049,0.0037454189646677,0.0382589865165341,0.0,0.0,0.0382589865165341,0.0037454189646677,False,False
0.25,1.0,0.0,0.0044026419093084,0.0041204741965161,0.0431337738661277,0.0,0.0,0.0431337738661277,0.0041204741965161,False,False
0.25,1.0,0.0,8.144139606606057e-05,0.0045990602874698,0.0527711332240934,0.0,0.0,0.0527711332240934,0.0045990602874698,True,True
0.25,1.0,0.0,-2.6908580440839992e-05,0.0048893393095934,0.0568784915788906,0.0,0.0,0.0568784915788906,0.0048893393095934,False,False
0.25,1.0,0.0,0.0002548075520833,0.0054696596951016,0.0633295797707846,0.0,0.0,0.0633295797707846,0.0054696596951016,False,False
0.25,1.0,0.0,0.0066314217830074,0.0055899463886595,0.0153957074277659,0.0,0.0,0.0153957074277659,0.0055899463886595,False,False
0.25,1.0,0.0,-0.002547537101711,0.0056767162949959,0.0183948362255739,0.0,0.0,0.0183948362255739,0.0056767162949959,False,False
0.25,1.0,0.0,-0.0040165816164238,0.005854951417016,0.0232672038470855,0.0,0.0,0.0232672038470855,0.005854951417016,False,False
0.25,1.0,0.0,-0.0036272929970702,0.0060749044882166,0.0269003589836414,0.0,0.0,0.0269003589836414,0.0060749044882166,False,False
0.25,1.0,0.0,-0.0008704751139019,0.0062040999812182,0.0274479522245272,0.0,0.0,0.0274479522245272,0.0062040999812182,False,False
0.25,1.0,0.0,-0.0009086831222838,0.0064528366166212,0.0265793397850533,0.0,0.0,0.0265793397850533,0.0064528366166212,False,False
0.25,1.0,0.0,0.0921615753973775,0.005597597232497,0.038442010962254,0.0,0.0,0.038442010962254,0.005597597232497,False,False
0.25,1.0,0.0,-0.003126050783314,0.0057761295165268,0.0368423951270893,0.0,0.0,0.0368423951270893,0.0057761295165268,False,False
0.25,1.0,0.0,-0.0040316482359768,0.0061437923434239,0.0354525685642679,0.0,0.0,0.0354525685642679,0.0061437923434239,False,False
0.25,1.0,0.0,-0.0011243794994889,0.0065182822806484,0.0352845754210662,0.0,0.0,0.0352845754210662,0.0065182822806484,False,False
0.25,1.0,0.0,-0.0017411769190371,0.006661869256078,0.0334175915438557,0.0,0.0,0.0334175915438557,0.006661869256078,False,False
0.25,1.0,0.0,-0.0017896933142938,0.0069985120624149,0.0305919277826021,0.0,0.0,0.0305919277826021,0.0069985120624149,False,False
0.25,1.0,0.0,-0.0047441337922319,0.0073088208320211,0.0283895424963835,0.0,0.0,0.0283895424963835,0.0073088208320211,False,False
0.25,1.0,0.0,-0.0052352586603453,0.007438565476125,0.0273058800618901,0.0,0.0,0.0273058800618901,0.007438565476125,False,False
0.25,1.0,0.0,-0.0042508679601774,0.0077102695464992,0.0256593678759333,0.0,0.0,0.0256593678759333,0.0077102695464992,False,False
0.25,1.0,0.0,-0.0013931548170081,0.0079670311362076,0.02500078189939,0.0,0.0,0.02500078189939,0.0079670311362076,False,False
0.25,1.0,0.0,0.0007405189830902,0.0080916014455816,0.0246324476544872,0.0,0.0,0.0246324476544872,0.0080916014455816,False,False
