ranges,angles,errors
0.6060000061988831,0.0,0.023228020994462757
0.6039999723434448,0.0,0.017421040805526773
0.6079999804496765,0.0,0.02322802099446276
0.6019999980926514,0.0,0.011614060616590772
0.6060000061988831,0.0,0.023228020994462757
0.6060000061988831,0.0,0.029035001183398763
0.6039999723434448,0.0,0.02322802099446276
0.6039999723434448,0.0,0.017421040805526773
0.6060000061988831,0.0,0.029035001183398763
0.6039999723434448,0.0,0.01161406061659077
0.6039999723434448,0.0,0.017421040805526773
0.6079999804496765,0.0,0.02903500118339876
0.6060000061988831,0.0,0.029035001183398763
0.6039999723434448,0.0,0.02903500118339876
0.6079999804496765,0.0,0.02322802099446276
0.6039999723434448,0.0,0.02322802099446276
0.6039999723434448,0.0,0.02322802099446276
0.6039999723434448,0.0,0.02322802099446276
0.6079999804496765,0.0,0.02322802099446276
0.6039999723434448,0.0,0.02903500118339876
0.6039999723434448,0.0,0.017421040805526773
0.6079999804496765,0.0,0.017421040805526773
0.6019999980926514,0.0,0.01742104080552677
0.6039999723434448,0.0,0.02322802099446276
0.6079999804496765,0.0,0.02322802099446276
0.6079999804496765,0.0,0.02322802099446276
0.6060000061988831,0.0,0.029035001183398763
0.6079999804496765,0.0,0.02903500118339876
0.5979999899864197,0.0,0.029035001183398763
0.6060000061988831,0.0,0.01742104080552677
0.6060000061988831,0.0,0.029035001183398763
0.6060000061988831,0.0,0.023228020994462757
0.6079999804496765,0.0,0.017421040805526773
0.6060000061988831,0.0,0.029035001183398763
0.6060000061988831,0.0,0.023228020994462757
0.6039999723434448,0.0,0.01161406061659077
0.6039999723434448,0.0,0.02903500118339876
0.6039999723434448,0.0,0.02322802099446276
0.6039999723434448,0.0,0.017421040805526773
0.6039999723434448,0.0,0.017421040805526773
0.6060000061988831,0.0,0.01742104080552677
0.6060000061988831,0.0,0.01742104080552677
0.6060000061988831,0.0,0.01742104080552677
0.6060000061988831,0.0,0.01742104080552677
0.6039999723434448,0.0,0.02322802099446276
0.6060000061988831,0.0,0.023228020994462757
0.6039999723434448,0.0,0.02903500118339876
0.6039999723434448,0.0,0.02903500118339876
0.6019999980926514,0.0,0.029035001183398763
0.6039999723434448,0.0,0.02903500118339876
0.6060000061988831,0.0,0.029035001183398763
0.6079999804496765,0.0,0.017421040805526773
0.6019999980926514,0.0,0.01742104080552677
0.6060000061988831,0.0,0.01742104080552677
0.6039999723434448,0.0,0.01161406061659077
0.6019999980926514,0.0,0.029035001183398763
