slam xy,slam xy covar,slam yaw,slam yaw var,ekf xy,ekf xy covar,ekf yaw,ekf yaw var
"[0.4456651158615279, 3.0970144154974726]","[[0.004180326334984797, -0.000233753544080376], [-0.000233753544080376, 0.003436440848776785]]",2.2467746297932862,0.00016821229648968515,"[0.44575909803234265, 3.041555799701819]","[[0.010970014126131144, -0.00015463329599052326], [-0.0001546332959905235, 0.010762255996401111]]",2.133666040562132,0.008559391624578935
"[0.1047749845346361, 3.302432710267367]","[[0.003248640588974361, 2.034958069103698e-05], [2.034958069103698e-05, 0.0019337475092443216]]",3.065254571071026,0.0001330952132823048,"[0.1395860813577194, 3.258212479267948]","[[0.012021888820868668, -2.5101811888495546e-05], [-2.5101811888495675e-05, 0.011820074412521525]]",2.9951319999817922,0.009053434857372873
"[-0.23253368500070587, 3.2940330443670334]","[[0.0032517767960198265, -0.0001354714519098306], [-0.0001354714519098306, 0.0022322601372037356]]",-3.104303434022223,0.000168664404388481,"[-0.1637876127139361, 3.289351726495227]","[[0.011218663373664676, 3.2622708319473643e-06], [3.262270831947337e-06, 0.010454365663677594]]",-3.105337315391387,0.008784668328591646
"[-0.4039723096820983, 3.2865638937034123]","[[0.003304461899411553, -0.00019590685281306084], [-0.00019590685281306084, 0.00220795338031514]]",-2.949948418301365,0.00022892359176488516,"[-0.38406836624328233, 3.290641553604751]","[[0.01079160251394668, -0.0002461872258402881], [-0.0002461872258402879, 0.010152884634151909]]",-3.0748460018411046,0.008386025384027261
"[-0.6609616379600829, 3.0950838404191283]","[[0.0034977458544533644, -9.718298923157344e-05], [-9.718298923157344e-05, 0.002675085217760804]]",-1.860924300075274,0.0001686526014422533,"[-0.6024103836814265, 3.097744741869795]","[[0.011571514462112216, -0.0002560904792789445], [-0.00025609047927894444, 0.0107535021800704]]",-1.8247488088090997,0.009069876504221428
"[-0.7022797321070318, 2.635399651867564]","[[0.002899458237890183, 7.022509302778013e-06], [7.022509302778013e-06, 0.002748148579024356]]",-1.552392307132446,0.00022866420892917147,"[-0.6771276379639434, 2.709941789147285]","[[0.012261510484352985, -7.507034988711773e-05], [-7.50703498871178e-05, 0.01128013109288036]]",-1.542437875202347,0.009314803110962343
"[-0.7284070676134647, 2.239840738644687]","[[0.0033427644705597338, 5.6076713807691106e-05], [5.6076713807691106e-05, 0.002953556705225922]]",-1.5861634766260702,0.0001692608459544267,"[-0.7033257418393261, 2.317731711323652]","[[0.010735747121091438, -4.7428924744780454e-06], [-4.742892474478045e-06, 0.010325800722772399]]",-1.602070749743253,0.008323724442243333
"[-0.7303679222393759, 1.840434662143545]","[[0.0027908270917783914, 2.6547878465495115e-05], [2.6547878465495115e-05, 0.0037857013815580497]]",-1.5598301769436154,0.00042166381013452833,"[-0.7220984428430086, 1.9053421765057594]","[[0.011669072004059694, 3.8151274198425895e-05], [3.81512741984258e-05, 0.011091286955028356]]",-1.5599881937216147,0.008935528200441441
"[-0.7324298328376657, 1.6359128857548182]","[[0.002806606936722713, 0.00014566413760615094], [0.00014566413760615094, 0.003385858869677233]]",-1.5608848454017763,0.00013361596519908037,"[-0.7291754670510162, 1.6874756915160285]","[[0.010754352019930979, 1.8136429286874827e-05], [1.8136429286874837e-05, 0.011318135627936803]]",-1.5735524663301672,0.008854423868410769
"[-0.7300712158659535, 1.5712895167762069]","[[0.003142998816450845, 0.00010950081947381307], [0.00010950081947381307, 0.002864087840224632]]",-1.4496032269477284,0.00016979767393357598,"[-0.7250133450187449, 1.5988140863199007]","[[0.010870370790042968, 0.00012193948820199572], [0.00012193948820199581, 0.011099851501762438]]",-1.4486093192294553,0.00874754959417493
"[-0.7170867163385161, 1.2965589690154056]","[[0.0023378126333003543, -0.00011286285552069314], [-0.00011286285552069314, 0.0034228036699862543]]",-1.613331358547505,0.0002297805080376359,"[-0.7215979175023131, 1.3456265451723497]","[[0.011361190571252266, 7.781423617498262e-05], [7.781423617498266e-05, 0.011014903743674427]]",-1.6174036121460953,0.008889965505689034
"[-0.7136356385454713, 0.8632570612822689]","[[0.0020855010468926963, 0.00015814176673499336], [0.00015814176673499336, 0.0030215527590436446]]",-1.5382175256863413,0.00017002626065128784,"[-0.7140161697485737, 0.9399838425096737]","[[0.010936622009421745, -6.409617289166139e-05], [-6.409617289166139e-05, 0.011275852173193596]]",-1.5353818022909904,0.00885989808595339
"[-0.7208324811297447, 0.4603927047614131]","[[0.0015933493842933521, -8.677608831790888e-05], [-8.677608831790888e-05, 0.0029182083278091035]]",-1.4787753645870205,0.00012162394702400766,"[-0.7052633831065823, 0.5248776721183467]","[[0.010717348150650875, 0.00011591353557674327], [0.00011591353557674323, 0.011055878440067411]]",-1.5034300588788265,0.00882008670940531
"[-0.5099104668999191, 0.12529838916985286]","[[0.0028273323444194336, -0.0001062204706404179], [-0.0001062204706404179, 0.002137609107612259]]",-0.4178131928328842,0.0002301982620537907,"[-0.5594190509450139, 0.17210318672958352]","[[0.010021160705614485, 8.166759409818788e-05], [8.166759409818797e-05, 0.010890896395213413]]",-0.593384037857712,0.00858426690553558
"[-0.1173168335253977, 0.06050184959427264]","[[0.002517197091554239, 0.00016149956767503372], [0.00016149956767503372, 0.0022952486567010973]]",0.03486042709620384,0.0003140181068869689,"[-0.17343853955777477, 0.08043008124767773]","[[0.010932052537774533, -4.7743499452763605e-05], [-4.774349945276379e-05, 0.010810661186791632]]",0.052846194131970226,0.008929868243278734
"[0.10040277102785078, 0.050411529599362064]","[[0.0021404630081767162, 9.235989567907766e-05], [9.235989567907766e-05, 0.0021451230997423204]]",-0.034777061006110443,0.0004236750957545071,"[0.06904231548059969, 0.0626726387939934]","[[0.011059787621778817, 0.00011250331241887985], [0.00011250331241887997, 0.01097885092663428]]",-0.052750482258247626,0.009329734793618209
"[0.16149225370805953, 0.04814825429476786]","[[0.0020619491177233293, 1.893188008671684e-06], [1.893188008671684e-06, 0.0022088651865281666]]",-0.15637888922877072,0.00016984723372666515,"[0.14974866245883287, 0.043567940350285425]","[[0.010878485410148808, -2.1690359881834867e-05], [-2.169035988183486e-05, 0.011080169776876526]]",-0.15915251915708287,0.009250930581006565
"[0.34587305534527, 0.06449815246596044]","[[0.0019929906501968088, 3.208075586642706e-06], [3.208075586642706e-06, 0.0023366584880337234]]",0.5088016719743572,0.00013369925534964153,"[0.32008475614736287, 0.06342282202482694]","[[0.01036475233587929, -1.375602370548316e-05], [-1.3756023705483164e-05, 0.010557400853996226]]",0.4791730180471388,0.008813418789741337
"[0.5143063510359429, 0.40481637105854273]","[[0.0022023204449143938, 9.483738507348078e-06], [9.483738507348078e-06, 0.0037763351624854236]]",1.5867971955267266,0.00042406711085680077,"[0.45373186010631483, 0.3480192486985806]","[[0.01037689831068999, -4.903825522197491e-05], [-4.903825522197496e-05, 0.010364003537421423]]",1.754017603691123,0.008572116012014882
"[0.5114834863611497, 0.8211023256143926]","[[0.002185025097025869, -8.333425620539285e-05], [-8.333425620539285e-05, 0.0029477437298384467]]",1.5632583915977678,0.0001336523470422934,"[0.49711505417921553, 0.7514248612937072]","[[0.010919997337004439, 1.7281942903282467e-05], [1.7281942903282457e-05, 0.011570788328798584]]",1.5846380975604528,0.009150406376470067
"[0.5122138750745585, 1.2522983980194518]","[[0.0014974568069013217, -0.00015689755330965192], [-0.00015689755330965192, 0.0027758889090525028]]",1.5879383663844095,0.00012142303583554226,"[0.5033803875598001, 1.1585636386919735]","[[0.01052493268535426, -5.069093857865672e-05], [-5.0690938578656714e-05, 0.010777654592099088]]",1.5888885879407946,0.008538711977340125
"[0.5111912380438915, 1.60322299277507]","[[0.0022766072713218057, -0.00015348980722437969], [-0.00015348980722437969, 0.003139948935112112]]",1.5909318175855633,0.00031319006078353335,"[0.5049127880465004, 1.5343841663140267]","[[0.010057807274727359, -0.0001104875943266255], [-0.00011048759432662544, 0.010794963511547486]]",1.6014151655099003,0.008695411245394146
"[0.5116359699494006, 1.8192699575512734]","[[0.0019367858958147567, -0.00013362911420487837], [-0.00013362911420487837, 0.002543424610707005]]",1.5412019637657506,0.00022920809044474968,"[0.511141471998814, 1.8048914458922367]","[[0.009844837864376668, -3.985187840582976e-05], [-3.98518784058298e-05, 0.0103562525767637]]",1.5449610099262792,0.008545705733207955
"[0.5264437168077587, 2.186928414325584]","[[0.002391510839790601, -0.0001666995916228143], [-0.0001666995916228143, 0.0029570800893863555]]",1.61297147067033,0.00016854325426866507,"[0.5067071029566493, 2.0986014251441953]","[[0.010121977901502013, -8.913771927083432e-05], [-8.913771927083435e-05, 0.010338233019087626]]",1.6322831624378322,0.008508391966173133
"[0.5156007032451246, 2.604626310619015]","[[0.002842336729533055, -0.0002467511776406414], [-0.0002467511776406414, 0.0020369082314961374]]",1.588173176335205,0.00013317391502194422,"[0.5140336931856282, 2.5408041699997503]","[[0.011008120249545237, -0.00010684251586894559], [-0.0001068425158689456, 0.011042994541550577]]",1.5833236970925135,0.008883818096629985
"[0.47115400714346134, 2.983718005404262]","[[0.004259572329096781, -0.0002977849294363531], [-0.0002977849294363531, 0.0026344162434524428]]",1.9905020664567221,0.00012108676500043547,"[0.49070889051718575, 2.9658339355130416]","[[0.011880292287995035, -0.00013730799468333508], [-0.00013730799468333513, 0.010930346733771485]]",1.8615408391824289,0.009373954887388252
"[0.16717429875013962, 3.2515736936053568]","[[0.004135114014784714, -7.858228965200118e-05], [-7.858228965200118e-05, 0.002210765602863401]]",2.9857014404668325,0.00013269755494270752,"[0.19904418533356766, 3.202028303408499]","[[0.012289405061717575, -3.207898335669669e-05], [-3.207898335669676e-05, 0.011428073005266494]]",2.919579903887003,0.009180101980598898
"[-0.20631919306207036, 3.297205943035396]","[[0.0038326091706897916, -0.0004997435758604884], [-0.0004997435758604884, 0.0027686740218840775]]",3.139335829068587,0.00041776484420869833,"[-0.13402754820835613, 3.2657183090911803]","[[0.011474023033429684, -4.655122082450492e-05], [-4.655122082450483e-05, 0.01038054382984972]]",3.1390051840575968,0.00845189784744894
"[-0.3984613601167768, 3.2850972506643026]","[[0.0029234971205069943, -0.00022936877023172134], [-0.00022936877023172134, 0.00274536287052474]]",-3.126677699258474,0.0003097954931124398,"[-0.3810462262114935, 3.292576290694727]","[[0.010952363851622864, -0.00019220233715325186], [-0.00019220233715325214, 0.011098506609494128]]",3.1233100326961907,0.008996346057398638
"[-0.6110757315397921, 3.2024672232390894]","[[0.0041501532205433745, -0.00010252995127631047], [-0.00010252995127631047, 0.002528623375894052]]",-2.1377830575545214,0.0001334755145606999,"[-0.5680750762499177, 3.179482008180084]","[[0.010574384919740536, -0.00021993098845234029], [-0.00021993098845234056, 0.010475133769381131]]",-1.9428908288739724,0.008486922851513262
"[-0.6957440655084419, 2.736224161763897]","[[0.00303840880149436, -0.00012686524814040152], [-0.00012686524814040152, 0.0024397366856699406]]",-1.4710584510140257,0.0001331454223367904,"[-0.6586438658412208, 2.843387117774634]","[[0.011665806025515283, -8.089959137278349e-05], [-8.089959137278337e-05, 0.01030527867952905]]",-1.4475743677473438,0.008389999588636963
