slam xy,slam xy covar,slam yaw,slam yaw var,ekf xy,ekf xy covar,ekf yaw,ekf yaw var
"[-0.38487798386213173, 3.2823631387873258]","[[0.00285070483090767, 0.00013215533696922055], [0.00013215533696922055, 0.00259090478810044]]",-3.0396142488982334,0.0001695481858590516,"[-0.36532601992077424, 3.2715621338515297]","[[0.022496730599144046, -0.00040830124799029314], [-0.0004083012479902929, 0.02124320069048116]]",3.1360672845139685,0.01964596526648859
"[-0.6934411879531136, 2.6906348000957916]","[[0.002321145031713495, -0.00035876971405191194], [-0.00035876971405191194, 0.0031614412909828247]]",-1.547492598620974,0.0001692400201917888,"[-0.577149195980509, 2.7077451875670064]","[[0.024606592235141785, -0.0002444441987196178], [-0.00024444419871961744, 0.021418222163720937]]",-1.3544178822597144,0.019277141719455926
"[-0.7232115234601264, 1.8766577652729286]","[[0.002162721320837684, -1.6292195437392008e-05], [-1.6292195437392008e-05, 0.003523865796780363]]",-1.5608376737511742,0.00031297789612329675,"[-0.7010074747843467, 1.9244209143276998]","[[0.025340539762479568, -0.0003549167520153853], [-0.00035491675201538566, 0.022186564503860914]]",-1.5645304543518268,0.01970477214833716
"[-0.7154108827874287, 1.3446873658485328]","[[0.0018512618686775959, 0.00010372452680303071], [0.00010372452680303071, 0.003132107802278231]]",-1.6090287770563594,0.0001700107113203584,"[-0.710703416822559, 1.395999088946659]","[[0.021613982130883974, 0.0001176796808694616], [0.00011767968086946153, 0.022177794168189588]]",-1.588373568197434,0.019248399072143915
"[-0.7264748612394947, 0.5082425004510123]","[[0.0018362335125494745, -0.00015776372452377426], [-0.00015776372452377426, 0.0036657297811762226]]",-1.5242880259366876,0.00013365924503785457,"[-0.7091598107821275, 0.5808028519741941]","[[0.024469611848306073, 0.00013679008246081026], [0.00013679008246081028, 0.021802971631550084]]",-1.5450719618154494,0.019312056051557752
"[-0.17029746272407073, 0.051563532089959285]","[[0.0023160541784375856, 8.272506438285483e-05], [8.272506438285483e-05, 0.0032033644261480745]]",0.026484106673967393,0.0003143543274790338,"[-0.20503857349254997, 0.09415897387466282]","[[0.021160961467147212, 0.0010072248748940228], [0.0010072248748940217, 0.024498536368602733]]",0.03382093655396367,0.019090664132237048
"[0.3136224586333752, 0.04262963442831205]","[[0.002481909408930264, -0.00011563682161220082], [-0.00011563682161220082, 0.0021966149620119358]]",0.3651916846603988,0.00012166032797615517,"[0.2916024115855778, 0.04660813654084558]","[[0.02134004753331386, 4.2238467053424686e-06], [4.2238467053424855e-06, 0.021301202318654074]]",0.31604966734857326,0.019288812670108513
"[0.4840376883615808, 0.7820667431063768]","[[0.0014165030695647105, -0.0001234980397990177], [-0.0001234980397990177, 0.00518519050512164]]",1.593140977426901,0.0004129392615599348,"[0.35105843609206855, 0.690601922484342]","[[0.023914645506123718, 0.00029371630049405956], [0.0002937163004940594, 0.02066673360296105]]",1.8287945517926225,0.018814827944609615
"[0.5094949111902569, 1.5591354587070185]","[[0.002337341757219383, -0.0003168552986915379], [-0.0003168552986915379, 0.003583810031289596]]",1.593792992834084,0.00016911217498616118,"[0.44207475325580947, 1.4978898729398051]","[[0.02334049750526796, 9.347917083950677e-05], [9.347917083950689e-05, 0.023032197235659132]]",1.6413399437636393,0.01932044390827338
"[0.5196264453176886, 2.1330169895449194]","[[0.003292981310794264, -0.0004669372106530573], [-0.0004669372106530573, 0.0036037064841888343]]",1.6199675848114206,0.000312945753030574,"[0.5087450755679946, 2.093640803680409]","[[0.021495892032711007, -0.00020404529540859106], [-0.0002040452954085911, 0.02067957760613443]]",1.6316069367470332,0.018246684876219485
"[0.4973284273551834, 2.941256686812589]","[[0.006715171373966876, -6.27371612866088e-05], [-6.27371612866088e-05, 0.00477891123013489]]",1.8420941800809958,0.00016931876127275396,"[0.4898633530010604, 2.895862409366415]","[[0.02532004900642175, -0.00021796796894476777], [-0.00021796796894476734, 0.021927426285449456]]",1.7496534142627518,0.01924948110201449
"[-0.18305607887943395, 3.287166167090145]","[[0.0035528926109339443, -0.00020827366866018143], [-0.00020827366866018143, 0.002672139929384399]]",3.135172089278068,0.00013330818421544894,"[-0.07367382977101442, 3.263439300430631]","[[0.02384419320131792, 0.0007822736928722383], [0.0007822736928722385, 0.024648488663335428]]",3.0494079391247197,0.018498589519901323
"[-0.3933368457420497, 3.283982906055615]","[[0.0023768493697169657, -0.00014148002707978382], [-0.00014148002707978382, 0.0023776339315288637]]",3.122014178161359,0.00016820282410245576,"[-0.34724428747054126, 3.2806582881955686]","[[0.022104434225422995, -0.00016200998232381866], [-0.00016200998232381887, 0.021469074051115988]]",3.093994976580591,0.019235969941699477
"[-0.6885053362956735, 2.8000477059809175]","[[0.053361606292338236, -0.00555014059779178], [-0.00555014059779178, 0.06566685428283815]]",-1.373591715574561,0.00042006526028140495,"[-0.4875232006534135, 2.814688498716531]","[[0.023549213397633755, 5.259039495492657e-05], [5.25903949549265e-05, 0.021303939632515263]]",-0.9567969251820525,0.019333784111843146
"[-0.7158366828301322, 1.9747387119591793]","[[0.004929556137188895, 0.00035259770180212896], [0.00035259770180212896, 0.0036321825991430514]]",-1.4821574758098697,0.00013336844983159483,"[-0.5646825535252915, 1.9996696123052424]","[[0.039175080648873054, -0.00024511872357861327], [-0.0002451187235786134, 0.03600238625479478]]",-1.4025729004813368,0.019543086360865762
"[-0.7158827447068142, 1.4198144768897418]","[[0.0057983127416914235, 0.000666942631782168], [0.000666942631782168, 0.003103515433792215]]",-1.5679266370280613,0.00023044088882336205,"[-0.7238900828782108, 1.463179663906052]","[[0.023041778439835903, 3.7726509147572855e-05], [3.772650914757269e-05, 0.021431416251672258]]",-1.5790654219974354,0.018969674961120793
"[-0.7194431603083772, 0.595578681949933]","[[0.0019422635550216162, -1.0184293286662535e-05], [-1.0184293286662535e-05, 0.002708538762832071]]",-1.5278922131857173,0.00023006302471563397,"[-0.7015981217512454, 0.6738277719587022]","[[0.027461734982202005, 0.0005712968261059354], [0.0005712968261059354, 0.02171750194207771]]",-1.5313068370410328,0.01933136005790398
"[-0.25197484525923003, 0.062321927819884125]","[[0.0036685472124088903, 0.0004276231465115882], [0.0004276231465115882, 0.0023045089335537393]]",-0.08384875414952653,0.0003150151444630229,"[-0.29066614858765305, 0.09959421993634061]","[[0.02127316711055841, 0.001301102934248607], [0.0013011029342486075, 0.02266521605318302]]",-0.1315269413999678,0.018737953142071828
"[0.26104404391192865, 0.038573756603097614]","[[0.0020884950164791315, 9.532827469724425e-05], [9.532827469724425e-05, 0.003099867223388474]]",0.13254209970927458,0.0004247653058238971,"[0.24562346506391444, 0.03661809330939003]","[[0.020500537782791855, 0.00012388969053096966], [0.0001238896905309696, 0.020844217727956717]]",0.03939394772530758,0.01867058744468804
"[0.3860755725208973, 0.6826927908407219]","[[0.004170499788475041, -0.0028211566172501932], [-0.0028211566172501932, 0.011102108185119641]]",1.8110009140394558,0.00041778774483819685,"[0.23699079885820404, 0.5847251600205738]","[[0.023336424245908562, 0.0008856189582509246], [0.0008856189582509251, 0.0219516429231196]]",2.1585128092529207,0.01939258978713216
"[0.4396621789784073, 1.443435431447219]","[[0.002894869099957203, 9.285931614508101e-05], [9.285931614508101e-05, 0.0036271548783386337]]",1.86848295838317,0.00013301685776571112,"[0.3161076641688846, 1.3883361896557023]","[[0.02485437577429298, -0.0012328602835318466], [-0.0012328602835318496, 0.025912480935977054]]",2.0474562481540914,0.018934408844079126
"[0.46783007584716163, 1.9548748486033591]","[[0.00289396036329539, -0.0003615231961495663], [-0.0003615231961495663, 0.0028712368580496054]]",1.737704533557202,0.00022937856424913813,"[0.4640208357747098, 1.9310095774932325]","[[0.022066090078507544, -0.00039420101991200445], [-0.00039420101991200466, 0.02141356210934614]]",1.6660549380133318,0.01922932125394704
"[0.44121284614605166, 2.7814474782421663]","[[0.004557184631244182, -0.00035139003276025125], [-0.00035139003276025125, 0.0024443118912695783]]",1.1125340782321127,0.00016939178265243417,"[0.438452085487072, 2.6943175486445265]","[[0.024683283817827487, -0.0004103064025341716], [-0.0004103064025341715, 0.021330593542541913]]",1.1052264500770823,0.01909063065972123
"[0.1786316372435131, 3.2784934504330976]","[[0.006309667330549355, 0.0005276447914811803], [0.0005276447914811803, 0.003088737294302022]]",-2.6263693722426162,0.00016854340660908964,"[0.12332872229380856, 3.2312541472846417]","[[0.02329731243871268, 0.0006809272688171632], [0.000680927268817163, 0.02241097572718879]]",-2.6155292347731183,0.018924522947115538
"[-0.05426711510548281, 3.0534286456055053]","[[0.003245238767371789, 0.00027201500177157135], [0.00027201500177157135, 0.002580266408738081]]",-2.2726179757149074,0.0001685687090368084,"[0.03397789982729699, 3.10296985515681]","[[0.024114411505756415, 0.00031729096194450514], [0.0003172909619445053, 0.02176283588410647]]",-2.2626798109026773,0.019294747051491416
"[-0.5422449508236502, 2.9185286292147596]","[[0.0034837749716041103, -6.956048255994688e-05], [-6.956048255994688e-05, 0.004078092082762629]]",-2.274657178876558,0.00013276795937288015,"[-0.5619365492632568, 2.957865454257621]","[[0.021599500619162902, -9.091777929277213e-05], [-9.091777929277239e-05, 0.02328609473996335]]",-2.4290392659522753,0.018946494919201768
"[-0.2310661875265442, 2.294574629641866]","[[0.003459278108436975, 0.00016336040180916575], [0.00016336040180916575, 0.0038331230330632834]]",-0.7363155033152032,0.00013322979703244767,"[-0.2062513417239248, 2.3938115983181842]","[[0.023806743126875383, 0.001438543230773388], [0.001438543230773387, 0.02469796684638702]]",-0.6153920758562461,0.01965956048696601
"[-0.2221000587833801, 1.9129125588021645]","[[0.0029137598631575035, -0.00011067747536606522], [-0.00011067747536606522, 0.004015087129811656]]",-2.3168254119649925,0.0003148175895352522,"[-0.16366799403887403, 1.9286003650930421]","[[0.022472196003244554, 0.00010147572477781119], [0.00010147572477781135, 0.022185244494091434]]",-2.24508341624271,0.01909320034544058
"[-0.289749888367886, 1.832254123331052]","[[0.0025351171750984413, 0.00010271015174690989], [0.00010271015174690989, 0.003829713677894804]]",-2.067155212414526,0.000133402321778288,"[-0.28468009225929913, 1.843753320115842]","[[0.021175716947545577, -0.00014229144566768845], [-0.00014229144566768853, 0.02201184201747742]]",-2.1575500173234134,0.018936554067121462
