slam xy,slam xy covar,slam yaw,slam yaw var,ekf xy,ekf xy covar,ekf yaw,ekf yaw var
"[0.0141339489246428, 0.0005210562560371448]","[[0.0011639025701247773, -9.337916741835167e-05], [-9.337916741835167e-05, 0.0014099891354778559]]",-0.0014987895350353504,0.0001335272161039525,"[0.009503694205862459, 0.0019910104186712384]","[[0.004350320852548822, -0.00017205761456608743], [-0.00017205761456608748, 0.004401873712808064]]",-0.008851487109320377,0.003351874954619884
"[0.08002246024313155, 0.004623941926939292]","[[0.0016316423664426989, -4.385987958859637e-05], [-4.385987958859637e-05, 0.001628305659143606]]",0.19426278351922657,0.0004226985834376479,"[0.05698876752480594, 0.0020493806044011974]","[[0.004074481866487281, -6.932926945572202e-05], [-6.932926945572199e-05, 0.004246257203630909]]",0.09855699278431596,0.0032441142361200053
"[0.21196841342826822, 0.05211836623272618]","[[0.0017070871912380783, 5.211699596193646e-05], [5.211699596193646e-05, 0.0013421493774445749]]",0.6437163414456535,0.0001335028632642158,"[0.17107060335445096, 0.03750624906612378]","[[0.004930314795106327, -3.4610831437452824e-05], [-3.461083143745279e-05, 0.004944892609930919]]",0.5425721211442736,0.0040635612559492985
"[0.34450686402759095, 0.1851964070052273]","[[0.0016501127347308816, 3.5780921580127206e-05], [3.5780921580127206e-05, 0.001528031668306298]]",1.0297401830873696,0.0002305692081181026,"[0.3019830466303545, 0.15770520522971482]","[[0.005351084751120347, 2.1074128437478926e-05], [2.1074128437478923e-05, 0.005108813275388166]]",1.038336989561179,0.004148040492505709
"[0.44386479100403026, 0.43468710242611575]","[[0.0020499266336581187, 0.0001619293244906851], [0.0001619293244906851, 0.00333505110950757]]",1.4609043314123493,0.00031534216745400274,"[0.41519586191127766, 0.35489901365830895]","[[0.005686187757440447, 9.714633474451587e-06], [9.714633474451574e-06, 0.005562341615756663]]",1.368002965990749,0.004547269794604394
"[0.4380593328490867, 0.6598008515356635]","[[0.0019580760650382114, -0.0001763434735325811], [-0.0001763434735325811, 0.0029887596195776207]]",1.6526138622745705,0.00016950200187125205,"[0.4401237159392742, 0.5668458121383277]","[[0.0051347474865385025, 8.593332374959107e-05], [8.593332374959108e-05, 0.00577291103046111]]",1.663442622933652,0.0038449105594253095
"[0.43688207058830497, 0.8665141891143845]","[[0.0020845899564609226, -0.00014307391893088908], [-0.00014307391893088908, 0.0024171465671785886]]",1.4744909037807208,0.00012138305435268002,"[0.43440574156758693, 0.7948186065317762]","[[0.005203109638435151, -9.342630589753736e-05], [-9.342630589753741e-05, 0.005797030478578204]]",1.506773270917768,0.003841066408845549
"[0.46709746096128263, 1.057152244560624]","[[0.0019233023800260937, -5.993108435157061e-05], [-5.993108435157061e-05, 0.0023942518716990094]]",1.4878746041624193,0.00016992545251224062,"[0.45213411043885154, 0.9890740378989483]","[[0.004815517942283993, -8.879798676110171e-05], [-8.879798676110171e-05, 0.005026127513574314]]",1.457200763539725,0.003354583932011369
"[0.4736145367388237, 1.2820862828877087]","[[0.0020856681489025727, -4.92064131204998e-05], [-4.92064131204998e-05, 0.0024811559125074425]]",1.6168803974023882,0.00013346656378238224,"[0.46960298956394547, 1.208822686333707]","[[0.0051639265418034945, -3.993006479611257e-05], [-3.993006479611262e-05, 0.005423964646657931]]",1.610480145320599,0.003829018777157432
"[0.47713346773881116, 1.477452028388085]","[[0.001907493459825506, -0.00013961406332396964], [-0.00013961406332396964, 0.0027689081204511244]]",1.553468826968306,0.00013296265895867078,"[0.4670747959371691, 1.4157515740632818]","[[0.005420358940613709, -2.920430044356773e-05], [-2.9204300443567743e-05, 0.005635977553230498]]",1.5735483589330341,0.0039714308058630765
