stamps,orientations,numbers
1714076270.4992385,0.377717828514947,0
1714076270.633802,0.4329347516200901,0
1714076270.769286,0.4868918250859417,0
1714076270.90411,0.533990963002097,0
1714076271.0393286,0.5839751573594656,0
1714076271.1866868,0.6356149577099703,0
1714076271.3217225,0.6881870175368717,0
1714076271.456746,0.7336176299365,0
1714076271.5916765,0.7818778540957522,0
1714076271.7269795,0.8280706436531843,0
1714076271.8619254,0.868798104217213,0
1714076271.997088,0.9133895188144142,0
1714076272.1324074,0.9540426054077996,0
1714076272.2675436,0.9931892271133408,0
1714076272.4024394,1.039080563572513,0
1714076272.5385046,1.0857127929857049,0
1714076272.6729786,1.1251198759659895,0
1714076272.8079154,1.1794496327538548,0
1714076272.942797,1.22648209930545,0
1714076273.0782392,1.2773506487804835,0
1714076273.2126334,1.327441925906074,0
1714076273.348012,1.3753129618856672,0
1714076273.4831462,1.4310721826858808,0
1714076273.6188872,1.472489486596118,0
1714076273.753549,1.5301348264576549,0
1714076273.8885522,1.5767080277259566,0
1714076274.0240347,1.6282486681974628,0
1714076274.1588264,1.6773112401371415,0
1714076274.2940168,1.730348083975333,0
1714076274.4290917,1.7820976786250764,0
1714076274.564076,1.8292762899119075,0
1714076274.6990142,1.88522982880726,0
1714076274.8340757,1.9358611338644067,0
1714076274.969598,1.983440812685372,0
1714076275.1049,2.036304499441261,0
1714076275.239967,2.0846845310041373,0
1714076275.3747294,2.1302284450351205,0
1714076275.510255,2.174674505448241,0
1714076275.6449606,2.215176842645345,0
1714076275.7800865,2.261408389106822,0
1714076275.9152167,2.2990308897810814,0
1714076276.0503027,2.3381706433340725,0
1714076276.1853535,2.38510867365653,0
1714076276.3203588,2.4206425302717016,0
1714076276.4557705,2.47411236341562,0
1714076276.5908923,2.5198399509506806,0
1714076276.7260604,2.569055173815596,0
1714076276.8611329,2.621925106686327,0
1714076276.9956875,2.667467293301718,0
1714076277.1314623,2.717454024900818,0
1714076277.266643,2.771590869900417,0
1714076306.9147215,-3.0173157307555254,1
1714076307.0507207,-2.9446121014273645,1
1714076307.1852636,-2.8649041174862178,1
1714076307.322693,-2.787330284283545,1
1714076307.4571977,-2.705163588423773,1
1714076307.5891292,-2.627778978287449,1
1714076307.725859,-2.550249613653679,1
1714076307.8595417,-2.471042950627538,1
1714076307.995905,-2.3904279149962555,1
1714076308.142992,-2.3109357196603475,1
1714076308.277283,-2.246151105581752,1
1714076308.4123173,-2.179318840163577,1
1714076308.5472603,-2.112019450182141,1
1714076308.6821876,-2.0468345687535074,1
1714076308.8185358,-1.978640624301649,1
1714076308.9533398,-1.9071215550583849,1
1714076309.0883346,-1.833686972502506,1
1714076309.2241116,-1.7656160353538264,1
1714076309.3595786,-1.6906221918907969,1
1714076309.4937506,-1.6113461233222683,1
1714076309.6286385,-1.537274326199222,1
1714076309.7640047,-1.4582185254492646,1
1714076309.8996403,-1.375553262581202,1
1714076310.0340283,-1.295048789777716,1
1714076310.1691885,-1.217057728218721,1
1714076310.304042,-1.1346005677052642,1
1714076310.440209,-1.0611450225815708,1
1714076310.574619,-0.9871406662519284,1
1714076310.7097976,-0.9063697578168752,1
1714076310.8449607,-0.8444551110925007,1
1714076310.9803808,-0.7746185555010183,1
1714076311.1147363,-0.7045041086664652,1
1714076311.2506094,-0.6368471531293975,1
1714076311.3857758,-0.5617946418455739,1
1714076311.5204268,-0.4853075502192884,1
1714076311.6558926,-0.4110500245865474,1
1714076311.790913,-0.3332718517054203,1
1714076311.9258816,-0.2591448208393134,1
1714076312.0607538,-0.1803754702256626,1
1714076312.1963336,-0.0996139609476762,1
1714076312.3315346,-0.0191919354746938,1
1714076312.46654,0.0574337884699378,1
1714076312.6013186,0.1334667316662398,1
1714076312.737262,0.2137883413774944,1
1714076312.8720014,0.2916410034270562,1
1714076313.006926,0.3638947026507769,1
1714076313.141966,0.434682097590084,1
1714076313.2767265,0.5010727378934422,1
1714076313.4112997,0.5696480948711944,1
1714076313.5469172,0.6347508141062211,1
1714076313.6819706,0.707580832324429,1
1714076313.8176718,0.7786763765637125,1
1714076313.9526303,0.8549915674032363,1
1714076314.0873742,0.9241810437358586,1
1714076314.2228255,0.9999919367077386,1
1714076314.358777,1.075824345311139,1
1714076314.4930198,1.1565653675404326,1
1714076314.6278608,1.232938295236476,1
1714076314.7640047,1.3151678997486758,1
1714076314.898396,1.3983010064745542,1
1714076315.032929,1.4790229765686438,1
1714076315.1681907,1.5540265157473652,1
1714076315.3033478,1.6306437023058995,1
1714076315.438454,1.709127269627249,1
1714076315.5734286,1.7801148325311025,1
1714076315.7088494,1.844754889964564,1
1714076315.8437536,1.9153416332695223,1
1714076315.9794269,1.9785744354237436,1
1714076316.1142268,2.0546323225789878,1
1714076316.2489722,2.125493980040769,1
1714076316.3842642,2.201232368271917,1
1714076316.5196135,2.2780587431151837,1
1714076316.6542327,2.355059179431303,1
1714076316.789387,2.440147188185789,1
1714076316.924719,2.5206208923725746,1
1714076317.0600224,2.595996979791697,1
1714076317.195645,2.673407859997656,1
1714076317.330396,2.755068902750191,1
1714076317.4656565,2.8367475474591566,1
1714076317.6005008,2.9129663760816507,1
1714076317.7358022,2.993541133343512,1
1714076317.8700218,3.0597444575273927,1
1714076318.0056126,3.130971952229232,1
1714076318.1407309,-3.0859434815536,1
1714076318.2760746,-3.0221182995858995,1
1714076318.4103315,-2.947280878101497,1
1714076318.5457888,-2.875345424627625,1
1714076318.6810434,-2.799517574751228,1
1714076318.816221,-2.72405035904515,1
1714076318.9515517,-2.648252058359978,1
1714076319.086342,-2.5649367759306303,1
1714076319.2213724,-2.4883662293820503,1
1714076319.355708,-2.4066162024320024,1
1714076319.4914496,-2.328771458660292,1
1714076319.6268592,-2.250901162475724,1
1714076319.7605376,-2.1688465308728224,1
1714076319.896427,-2.0897455084167063,1
1714076320.0306752,-2.0095211763720897,1
1714076320.166223,-1.9441889670975376,1
1714076320.3019311,-1.8758009139970813,1
1714076320.437535,-1.807592358668298,1
1714076320.5721276,-1.7428465863561784,1
1714076320.707239,-1.671129174199226,1
1714076320.8427224,-1.5981794490405743,1
1714076320.978455,-1.5258864430640315,1
1714076321.1124537,-1.4500682071861597,1
1714076321.2475555,-1.3716398844576734,1
1714076321.382932,-1.2973739155682802,1
1714076321.5179112,-1.217479246203072,1
1714076321.6530716,-1.1367242326304816,1
1714076321.7879438,-1.0517736994901774,1
1714076321.9233522,-0.9712169898610628,1
1714076322.058277,-0.8909798517992867,1
1714076322.1940613,-0.8107921196542457,1
1714076322.328686,-0.737101808550947,1
1714076322.4642303,-0.6564811523227464,1
1714076322.599297,-0.5877815203874914,1
1714076322.7342572,-0.5199690247619961,1
1714076322.8690238,-0.4509477374825819,1
1714076323.0043285,-0.3830984057919928,1
1714076323.1396327,-0.3084763593656579,1
1714076323.2742293,-0.234211730548858,1
1714076323.4095194,-0.1602831412520542,1
1714076323.5446892,-0.0809647701026459,1
1714076323.6797116,-0.006724465216453,1
1714076323.8155346,0.075502772361693,1
1714076323.9503715,0.1507933851195533,1
1714076324.0853713,0.2343559480928619,1
1714076324.220255,0.3119564010470128,1
1714076324.3554196,0.3893943389643945,1
1714076324.489987,0.4719369990053862,1
1714076324.6254675,0.5466110200677043,1
1714076324.76062,0.6270446587759775,1
1714076324.895743,0.7025125965071668,1
1714076325.0303977,0.7673377803382255,1
1714076325.1657622,0.8355411238366894,1
1714076325.3012109,0.9050715137206335,1
1714076325.4366014,0.9697677657532628,1
1714076325.571407,1.0402972595334834,1
1714076325.7062292,1.1148824943011333,1
1714076325.841549,1.19024750413071,1
1714076325.9761996,1.2673670240542454,1
1714076326.1112394,1.3438205729372732,1
1714076326.2470818,1.4239638025037715,1
1714076326.381518,1.5011000164251218,1
1714076326.5171597,1.582783522899547,1
1714076326.6518495,1.6679468948986786,1
1714076326.787268,1.7484915863601298,1
1714076326.9221354,1.8257433788623416,1
1714076327.0575051,1.9070744409908664,1
1714076327.1919367,1.9794683446091532,1
1714076327.3270755,2.0473398489768075,1
1714076327.4624004,2.1126464963086704,1
1714076327.597984,2.1816667981648017,1
1714076327.7325058,2.254665759647697,1
1714076327.8677547,2.3258524548704487,1
1714076328.0034556,2.4044748748486358,1
1714076328.1387525,2.4792888320483777,1
1714076328.2730863,2.5553994128741206,1
1714076328.4082448,2.6372914283280413,1
1714076328.544068,2.712044985917942,1
1714076328.6786394,2.793647305782188,1
1714076328.8135755,2.870721067539764,1
1714076328.948888,2.953963042273485,1
1714076329.0838785,3.0344310955181304,1
1714076329.2189362,3.115379612922427,1
1714076329.353882,-3.088785255655629,1
1714076329.4891317,-3.010255193225359,1
1714076329.6241288,-2.941884343926349,1
1714076329.759424,-2.871090285255173,1
1714076329.8944714,-2.805528996334445,1
1714076330.0296507,-2.739087169685969,1
1714076330.164716,-2.6685258228806408,1
1714076330.2997684,-2.5940076077143406,1
1714076330.4351892,-2.520221579477312,1
1714076330.5699463,-2.4439602388606216,1
1714076330.704177,-2.371003652337791,1
1714076330.8392212,-2.28826639671092,1
1714076330.9758942,-2.21073454361862,1
1714076331.1091354,-2.1299627156121765,1
1714076331.2447207,-2.0485541605065456,1
1714076331.3796575,-1.9699993863172571,1
1714076331.5145693,-1.8902530154776112,1
1714076331.650453,-1.8149070187986955,1
1714076331.7858307,-1.740925698587384,1
1714076331.9211805,-1.6654782534636772,1
1714076332.0560553,-1.5994110146743128,1
1714076332.1907682,-1.5335151537007643,1
1714076332.3259687,-1.4649896382793994,1
1714076332.4612482,-1.3966522528325802,1
1714076332.5965457,-1.3155625893554808,1
1714076332.7311745,-1.2432060521955193,1
1714076332.866331,-1.1685111788985687,1
1714076333.0018473,-1.0919140001302403,1
1714076333.1372406,-1.0130023318512305,1
1714076333.271738,-0.938064878895361,1
1714076333.40696,-0.8516967639127753,1
1714076333.5419638,-0.7728059522270838,1
1714076333.6772358,-0.7013354174332554,1
1714076333.8120868,-0.6134392225541002,1
1714076333.94724,-0.5406573574876354,1
1714076334.0823212,-0.4618226448151503,1
1714076334.217872,-0.3786137294609522,1
1714076334.3531628,-0.3053495638026459,1
1714076334.4885457,-0.2372824539935623,1
1714076334.6234796,-0.1683001838052345,1
1714076334.7583923,-0.1017757888773438,1
1714076334.8934052,-0.028062238276076,1
1714076335.027983,0.0468510529936949,1
1714076335.1634352,0.124864055505931,1
1714076335.2986877,0.1967324257162844,1
1714076335.4334064,0.2781976977545986,1
1714076335.5688858,0.3548759146455609,1
1714076335.703811,0.4324111779783638,1
1714076335.8389063,0.5151459377887927,1
1714076335.9738057,0.5936478991653261,1
1714076336.109219,0.6772606673063589,1
1714076336.2442317,0.7563257776226138,1
1714076336.379833,0.8363673104705505,1
1714076336.514006,0.9139548554882034,1
1714076336.6495075,0.9863289390334858,1
1714076336.7847805,1.0581995086565377,1
1714076356.362095,0.8198289969526826,2
1714076356.497285,0.9232737789766648,2
1714076356.632614,1.030042469770717,2
1714076356.7676768,1.1384082893284777,2
1714076356.9088042,1.246491467174886,2
1714076357.3083782,1.4667730556620229,2
1714076357.3107047,1.5744069961411,2
1714076357.442258,1.6697835125666265,2
1714076357.578463,1.765904254532062,2
1714076357.713426,1.8602184312091123,2
1714076357.8481653,1.9669049721294003,2
1714076357.9832506,2.0662575420888776,2
1714076358.1187394,2.1687518448468825,2
1714076358.2530594,2.273613152688638,2
1714076358.388424,2.3815394450452687,2
1714076358.5237343,2.487105528060703,2
1714076358.658782,2.597228645740073,2
1714076358.7939243,2.709524210410504,2
1714076358.9294207,2.8184771297770994,2
1714076359.0642574,2.9229100416604363,2
1714076359.1997612,3.017468183171815,2
1714076359.335525,3.107305051867723,2
1714076359.4694223,-3.080513624439184,2
1714076359.6049964,-2.9759407651636,2
1714076359.739997,-2.8768433580764707,2
1714076359.875241,-2.7714368248654204,2
1714076360.0098794,-2.663734064932005,2
1714076360.1452928,-2.5542823172546414,2
1714076360.2805398,-2.4446642258168847,2
1714076360.4159498,-2.3354591989545987,2
1714076360.5507703,-2.2297716997784214,2
1714076360.6857924,-2.119584107223776,2
1714076360.8207145,-2.021251873591801,2
1714076360.9564064,-1.9291890173796755,2
1714076361.089533,-1.8362789299668176,2
1714076361.2139187,-1.7383126263374995,2
1714076361.3476222,-1.6405720567278337,2
1714076361.483859,-1.5368986052833014,2
1714076361.6190865,-1.4341220814009317,2
1714076361.7538586,-1.326002804325599,2
1714076361.8887646,-1.215625615611,2
1714076362.0241582,-1.113454538449388,2
1714076362.1596348,-1.0036976080179716,2
1714076362.2942567,-0.8886904446180022,2
1714076362.4296815,-0.7829184849513292,2
1714076362.5644302,-0.6791018353655288,2
1714076362.699571,-0.5855789725981603,2
1714076362.8345654,-0.4884261045703946,2
1714076362.969828,-0.3930136001631674,2
1714076363.105105,-0.2878174429138359,2
1714076363.2407382,-0.1877597260801069,2
1714076363.3754425,-0.084466306072044,2
1714076363.510157,0.0250946471262505,2
1714076363.6453848,0.1332076442985874,2
1714076363.7804933,0.2381809528171627,2
1714076363.9161367,0.3491682212898031,2
1714076364.0505164,0.458520892617777,2
1714076364.1864622,0.5610492580151671,2
1714076364.320937,0.6680964420187151,2
1714076364.45661,0.7611654901791073,2
1714076364.590716,0.8526095991882768,2
1714076364.726163,0.9463083018339038,2
1714076364.861187,1.046719674655796,2
1714076364.9964175,1.1497657294202008,2
1714076365.131396,1.255689905558903,2
1714076365.2666454,1.3644807082166177,2
1714076365.4019475,1.46984168070996,2
1714076365.537103,1.582713833851376,2
1714076365.6717627,1.6870229662611005,2
1714076365.8069594,1.7968530406609056,2
1714076365.9423678,1.903040841376927,2
1714076366.0771737,2.0003755323324093,2
1714076366.2120814,2.0953188956744704,2
1714076366.3353364,2.1911916823243,2
1714076366.4701943,2.285632479439721,2
1714076366.6052682,2.3799701958882467,2
1714076366.7406075,2.481750035948775,2
1714076366.875517,2.5882860050136256,2
1714076367.01086,2.695537798535612,2
1714076367.145973,2.8077150205481805,2
1714076367.280753,2.914823501165627,2
1714076367.4160209,3.024007896524051,2
1714076367.5510924,3.127204514626021,2
1714076367.686547,-3.050055365228996,2
1714076367.8217409,-2.9519400840823184,2
1714076367.957157,-2.857952524628617,2
1714076368.0915122,-2.7645251739810166,2
1714076368.2271757,-2.6637132779425543,2
1714076368.3613868,-2.5618163683399464,2
1714076368.4972167,-2.458135688203968,2
1714076368.6318183,-2.3521546939065257,2
1714076368.7670248,-2.2455045506116957,2
1714076368.9025068,-2.135728371650857,2
1714076369.0379536,-2.0302492075785423,2
1714076369.1726804,-1.9198131909750864,2
1714076369.3076253,-1.8108791001408664,2
1714076369.441627,-1.7078098758346003,2
1714076369.576897,-1.61927255830357,2
1714076369.7127616,-1.524921859171938,2
1714076369.8477514,-1.435264497079544,2
1714076369.982299,-1.3360136241522278,2
1714076370.1180625,-1.2236316898982629,2
1714076370.2528405,-1.125215437111694,2
1714076370.3880882,-1.0247057135643387,2
1714076370.5237603,-0.9102637354372662,2
1714076370.659082,-0.803389724340199,2
1714076370.7937188,-0.6931170812685052,2
1714076370.9286313,-0.5811739248621852,2
1714076371.0640917,-0.473150404682697,2
1714076371.1988895,-0.3699793697723494,2
1714076371.3342276,-0.2711367447570466,2
1714076371.4689257,-0.1746802626041788,2
1714076371.604218,-0.0826892262130756,2
1714076371.7395637,0.0194415995245496,2
1714076371.874155,0.1242462883093296,2
1714076371.9978185,0.2267579308909874,2
1714076372.132543,0.3274679099123876,2
1714076372.2673104,0.4402448342222537,2
1714076372.4023805,0.5487467536042844,2
1714076372.5378845,0.6571993207815829,2
1714076372.6730242,0.7678375778916352,2
1714076372.808177,0.8732253266504486,2
1714076372.9434066,0.9723063086265497,2
1714076373.0785437,1.0701323672864778,2
1714076373.2147288,1.1599048190768448,2
1714076373.3484566,1.2589826230348695,2
1714076373.4836864,1.359834302258792,2
1714076373.6185913,1.4608975730547975,2
1714076373.753455,1.5684451364420513,2
1714076373.8883598,1.6768918935156865,2
1714076374.024189,1.7815437631734292,2
1714076374.1592026,1.892775866684638,2
1714076374.294207,2.0057375679164537,2
1714076374.4292588,2.1102117022661595,2
1714076374.5640922,2.218267899801175,2
1714076374.6996522,2.317495861616005,2
1714076374.8345797,2.4099816466765414,2
1714076374.9697778,2.501654381112122,2
1714076375.104631,2.5998868824332786,2
1714076375.2394595,2.7012021879222545,2
1714076375.3743804,2.807783317279561,2
1714076375.5098145,2.913206538577072,2
1714076375.6453657,3.0202249441570506,2
1714076375.7800238,3.125868580236553,2
1714076375.9153707,-3.046137230524304,2
1714076376.0504715,-2.9393773998399677,2
1714076376.1857753,-2.832959058707152,2
1714076376.3204784,-2.7271461345825063,2
1714076376.4556377,-2.6289309619838224,2
1714076376.5909393,-2.536516785448921,2
1714076376.7262273,-2.4468945794696384,2
1714076376.8493023,-2.3466661883911586,2
1714076376.984359,-2.247976634412025,2
1714076377.1193385,-2.145698896457215,2
1714076377.2538297,-2.041915935435113,2
1714076377.3878706,-1.939241268082328,2
1714076377.5250146,-1.8292052343099228,2
1714076377.6587453,-1.7174310877942771,2
1714076377.793273,-1.6092423417599993,2
1714076377.9284682,-1.5051874736806807,2
1714076378.0644283,-1.4046197605248918,2
1714076378.1998608,-1.3123369692453173,2
1714076378.3345635,-1.222038524626285,2
1714076378.469951,-1.1253673225727052,2
1714076378.6046538,-1.0203363428523495,2
1714076378.7401848,-0.9248034598173114,2
1714076378.875161,-0.8138160902039133,2
1714076379.0100126,-0.7121668755520884,2
1714076379.1450765,-0.6023919878186991,2
1714076379.2806282,-0.4941917805644893,2
1714076379.4150877,-0.3868960488674647,2
1714076379.5508692,-0.2800492831977484,2
1714076379.6857426,-0.1706259761933317,2
1714076379.821175,-0.0597743791542555,2
1714076379.9560666,0.0395473704422428,2
1714076380.0912385,0.1306035137889427,2
1714076380.2261212,0.2279816533428001,2
1714076380.3614416,0.3313409606498787,2
1714076380.4968345,0.4293794748230661,2
1714076380.6312444,0.5371915754420157,2
1714076380.7667687,0.6407310144725483,2
1714076380.889287,0.750018339817574,2
1714076381.0245044,0.8548691492357516,2
1714076381.1595423,0.9626571784983702,2
1714076381.295411,1.0747160074132402,2
1714076381.4298666,1.1753553036744808,2
1714076381.5649185,1.2813777431690905,2
1714076381.7006102,1.380580685685899,2
1714076381.8354378,1.4675304504489777,2
1714076381.9704475,1.5621588420380557,2
1714076382.105515,1.6623080836512134,2
1714076382.240546,1.7721002640391676,2
1714076382.3754108,1.878751315533464,2
1714076382.5106745,1.9856416752676689,2
1714076382.6458824,2.118943580397312,2
1714076382.780958,2.2226638908273166,2
1714076382.9159698,2.307442032771221,2
1714076383.05102,2.4201120214461835,2
1714076383.1863692,2.5216189130590263,2
1714076383.321169,2.62161786058527,2
1714076383.4567842,2.715433252488632,2
1714076383.5913658,2.807049504640784,2
1714076383.726959,2.910516532103904,2
1714076383.861578,3.0070141058834925,2
1714076383.997072,3.111068294520289,2
1714076384.1316917,-3.06792785959598,2
1714076384.2667024,-2.9636039092344864,2
1714076384.4022963,-2.8518713040295234,2
1714076384.537602,-2.739746220710224,2
1714076384.6726377,-2.632650358645866,2
1714076384.7954004,-2.522889479366122,2
1714076384.9303632,-2.423079449064992,2
1714076385.0651205,-2.321335582581354,2
1714076385.2005832,-2.2281033261227248,2
1714076385.3361626,-2.1365633062011744,2
1714076385.4706886,-2.0358710649271456,2
1714076385.6062298,-1.93765505273762,2
1714076385.739893,-1.8321744485339704,2
1714076385.876166,-1.730980466670939,2
1714076386.0098224,-1.6225705202522278,2
1714076386.1450346,-1.5091765332317515,2
1714076386.2802997,-1.3999873195783314,2
1714076386.4163802,-1.29667330751245,2
1714076386.5512316,-1.1919344257561226,2
1714076386.6864269,-1.0639402274415637,2
1714076386.8214648,-0.9051169490814596,2
1714076386.9568198,-0.8157945594437921,2
1714076387.092076,-0.7197794387001447,2
1714076387.2265017,-0.6229183061996233,2
1714081057.280388,0.4663310363296559,3
1714081057.4148622,0.5974113348813894,3
1714081057.552419,0.7293860386910751,3
1714081057.6956418,0.8601970699765129,3
1714081057.819806,0.9975116323481128,3
1714081057.95583,1.1245163350875698,3
1714081058.0911922,1.246619440058819,3
1714081058.22672,1.3671923489645914,3
1714081058.361344,1.4924383665868797,3
1714081058.4966872,1.6158256543105958,3
1714081058.6435206,1.744575818826366,3
1714081058.779501,1.876718592933722,3
1714081058.914404,2.0040607663232337,3
1714081059.048862,2.1396640669876987,3
1714081059.1845248,2.275791919780353,3
1714081059.3197515,2.4115365999978637,3
1714081059.454366,2.531743751239832,3
1714081059.589167,2.6502195328657323,3
1714081059.7246408,2.772842710913185,3
1714081059.859908,2.9010991320221757,3
1714081059.9941394,3.029692868142322,3
1714081060.130351,-3.123505305204248,3
1714081060.2650385,-2.9875857366420027,3
1714081060.3993914,-2.852289965150806,3
1714081060.534382,-2.71960472951342,3
1714081060.6705136,-2.5912995043314995,3
1714081060.8052874,-2.471035643136333,3
1714081060.940391,-2.3448863635528947,3
1714081061.0757709,-2.221859476866097,3
1714081061.210652,-2.0923609533563345,3
1714081061.34595,-1.9677091649686425,3
1714081061.4809337,-1.8363200307003809,3
1714081061.615988,-1.7041799202933114,3
1714081061.7514217,-1.567805888607539,3
1714081061.8864138,-1.4408975046361705,3
