stamps,angular velocities,orientations,numbers
1714076251.4063144,0.3340670764446258,-1.8962490053981704,0
1714076251.4264543,0.3262373805046081,-1.891131794673788,0
1714076251.446282,0.3112304508686065,-1.8863211409016272,0
1714076251.4660823,0.2786067128181457,-1.881636290655924,0
1714076251.4864223,0.2925696671009063,-1.876409593207253,0
1714076251.5060918,0.3210175633430481,-1.870978085993943,0
1714076251.5261002,0.3326316177845001,-1.8653046151809896,0
1714076251.5459738,0.3157977759838104,-1.860398901197998,0
1714076251.5661497,0.2973980009555816,-1.8554490831406756,0
1714076251.586054,0.3152757883071899,-1.8496041016807236,0
1714076251.6064918,0.3321096301078796,-1.843868874677047,0
1714076251.626135,0.3315876722335815,-1.838301269105324,0
1714076251.6463764,0.3240189552307129,-1.8331003297378283,0
1714076251.666134,0.3100560009479522,-1.8278200915112697,0
1714076251.6861718,0.3112304508686065,-1.8226419524253512,0
1714076251.7061353,0.3331536054611206,-1.817186673977452,0
1714076251.7260587,0.3399393260478973,-1.8110589494118725,0
1714076251.7460935,0.3523363471031189,-1.8047176074054383,0
1714076251.766175,0.3137098550796509,-1.7990709501481583,0
1714076251.7861414,0.3006603717803955,-1.7942697855382888,0
1714076251.806833,0.3293692469596863,-1.7887114664205692,0
1714076251.8265269,0.3446371555328369,-1.78281467050683,0
1714076251.8462222,0.3244104385375976,-1.7771684410726398,0
1714076251.8662512,0.2993554174900055,-1.7717468633483118,0
1714076251.886219,0.3223225176334381,-1.7658486959530708,0
1714076251.906199,0.3569036722183227,-1.759929069179979,0
1714076251.9262846,0.3595135807991028,-1.7536086073097874,0
1714076251.946242,0.3533803224563598,-1.7475430302887658,0
1714076251.966108,0.311752438545227,-1.741854887598002,0
1714076251.9862194,0.2916561961174011,-1.736745370675465,0
1714076252.0061488,0.341374784708023,-1.7307415143099327,0
1714076252.0262527,0.3424187302589416,-1.724750790324696,0
1714076252.0460246,0.3323706388473511,-1.7188072448454257,0
1714076252.0660837,0.3298912346363067,-1.7128147018818731,0
1714076252.086278,0.32049560546875,-1.7073809239072038,0
1714076252.1061275,0.3058801591396332,-1.702388294281608,0
1714076252.1261375,0.299877405166626,-1.6967924992820476,0
1714076252.1466994,0.3133183717727661,-1.690803310156696,0
1714076252.1667364,0.3221920132637024,-1.6855435292922287,0
1714076252.186227,0.3403308391571045,-1.67989106046103,0
1714076252.2065997,0.3758254647254944,-1.6731746546776718,0
1714076252.2260685,0.3489435017108917,-1.666880375445441,0
1714076252.2462888,0.2983114421367645,-1.661560695497887,0
1714076252.2661164,0.3007908463478088,-1.6562129571704531,0
1714076252.286265,0.3313266634941101,-1.6498532697103017,0
1714076252.3061895,0.3576866388320923,-1.6431083702979723,0
1714076252.326362,0.3572951555252075,-1.6368898226574504,0
1714076252.3465786,0.3505094349384308,-1.6303853039774392,0
1714076252.366235,0.3241494596004486,-1.6247319369164197,0
1714076252.386243,0.2876108586788177,-1.6197057210765888,0
1714076252.4063027,0.3073155879974365,-1.6140513858116785,0
1714076252.426945,0.3309351801872253,-1.607440461304396,0
1714076252.4464214,0.337198942899704,-1.6016880179383484,0
1714076252.4659915,0.3459421098232269,-1.596090055547781,0
1714076252.4860678,0.3223225176334381,-1.590241778488623,0
1714076252.506127,0.307837575674057,-1.5844560480317802,0
1714076252.5261085,0.2977894842624664,-1.5787270089812564,0
1714076252.5461948,0.3147538006305694,-1.5724590806050285,0
1714076252.5661666,0.3433322012424469,-1.5664130994755845,0
1714076252.586103,0.3467250764369964,-1.560331808400402,0
1714076252.6062944,0.3484215140342712,-1.5545643215241278,0
1714076252.626351,0.3201041221618652,-1.5489250078098729,0
1714076252.6463108,0.3103169798851013,-1.5436652560236748,0
1714076252.6661196,0.3133183717727661,-1.5374515971169975,0
1714076252.6862173,0.3322401344776153,-1.531810116482088,0
1714076252.7061777,0.3454201221466064,-1.5258856690907352,0
1714076252.7263384,0.3751729726791382,-1.5184740215881805,0
1714076252.7462368,0.3756949603557586,-1.5113194403361792,0
1714076252.7662632,0.3186686635017395,-1.505814124476579,0
1714076252.7862215,0.291134238243103,-1.500901826860377,0
1714076252.8061678,0.3019652962684631,-1.4954617215947046,0
1714076252.8261003,0.3458116054534912,-1.4889827643837372,0
1714076252.8461351,0.3448981344699859,-1.4819697813304669,0
1714076252.866181,0.3557292222976684,-1.4751986956570224,0
1714076252.8867798,0.341113805770874,-1.4683337244713044,0
1714076252.9061668,0.2993554174900055,-1.4631361941531398,0
1714076252.9262502,0.2775627672672272,-1.45771857856348,0
1714076252.9462168,0.3240189552307129,-1.4518839687800589,0
1714076252.9661045,0.3683872520923614,-1.4454278417163329,0
1714076252.986184,0.3430712223052978,-1.4388800734135487,0
1714076253.0062294,0.3373294472694397,-1.432795634773929,0
1714076253.0261812,0.3254544138908386,-1.426797243113541,0
1714076253.0470233,0.260467916727066,-1.421419168467886,0
1714076253.0661483,0.2626863420009613,-1.415813205216523,0
1714076253.08633,0.3344585597515106,-1.4096208188990569,0
1714076253.106291,0.3672127723693847,-1.4025049751617162,0
1714076253.1264246,0.3476385474205017,-1.3951785256857945,0
1714076253.146351,0.2972674965858459,-1.3885483326701782,0
1714076253.1663709,0.2468964457511901,-1.3829839327754725,0
1714076253.186207,0.2595544457435608,-1.3771565869861744,0
1714076253.2071562,0.3255848884582519,-1.3710029395665222,0
1714076253.226015,0.3831331729888916,-1.363541230140832,0
1714076253.2461958,0.3759559392929077,-1.3555286989367925,0
1714076253.266221,0.3339365720748901,-1.3488843882038726,0
1714076253.2861805,0.2893072962760925,-1.3430557965684229,0
1714076253.306582,0.2633388042449951,-1.336682575860857,0
1714076253.3261635,0.2248428016901016,-1.3325814323949376,0
1714076253.3462503,0.2350213974714279,-1.327873551284124,0
1714076253.366156,0.2915257215499878,-1.322116577723422,0
1714076253.3862293,0.2878718674182892,-1.3153466813888834,0
1714076253.406254,0.2870888710021972,-1.3085840041528922,0
1714076253.4264226,0.2649047374725342,-1.3020762638920995,0
1714076253.4459512,0.2410241663455963,-1.2960397622318351,0
1714076253.4662187,0.2583799958229065,-1.2909633752214411,0
1714076253.4860685,0.2651657462120056,-1.284551187336197,0
1714076253.5061278,0.2836960256099701,-1.279099977366613,0
1714076253.5262506,0.2936136424541473,-1.2734206397206842,0
1714076253.546353,0.2770407795906067,-1.266986927002135,0
1714076253.5670068,0.2423291206359863,-1.2624405618035088,0
1714076253.5860014,0.22954061627388,-1.2575915522744618,0
1714076253.6060922,0.2869583964347839,-1.2503794056375013,0
1714076253.6263988,0.3144928216934204,-1.2439341463592064,0
1714076253.6461687,0.2852619588375091,-1.236737145289087,0
1714076253.66629,0.2647742629051208,-1.2308642730571098,0
1714076253.6861954,0.2273222059011459,-1.2254403161329397,0
1714076253.706365,0.2642522752285003,-1.219011918511508,0
1714076253.7265751,0.3135793507099151,-1.2127080434519248,0
1714076253.746148,0.2813470959663391,-1.2057622658509446,0
1714076253.7662716,0.2440255582332611,-1.1999815454858984,0
1714076253.7864103,0.2110103368759155,-1.194381300467164,0
1714076253.806243,0.268167108297348,-1.1881205253320155,0
1714076253.826403,0.2663401961326599,-1.1827950262105893,0
1714076253.8466752,0.2733869254589081,-1.176699950007546,0
1714076253.8662195,0.2351519018411636,-1.1707744200602186,0
1714076253.8865683,0.2471574246883392,-1.1647240872758768,0
1714076253.9064505,0.278215229511261,-1.158047995049463,0
1714076253.9260638,0.260206937789917,-1.152113801621549,0
1714076253.9463782,0.2762578129768371,-1.1463103134831132,0
1714076253.9661512,0.2693415582180023,-1.1408812709401777,0
1714076253.9861896,0.2389362454414367,-1.1350054703237955,0
1714076254.006271,0.2467659413814544,-1.128573688757562,0
1714076254.0263505,0.2853924632072449,-1.1225222541255655,0
1714076254.0460649,0.239849716424942,-1.1168628719266411,0
1714076254.0660982,0.2655572295188904,-1.110510133514455,0
1714076254.0860424,0.248853862285614,-1.1047944964201903,0
1714076254.1065252,0.2445475310087204,-1.099366705570905,0
1714076254.1261978,0.2726039588451385,-1.0923067705995708,0
1714076254.1462376,0.2870888710021972,-1.085124751147508,0
1714076254.1661258,0.2709075212478637,-1.0792024417234196,0
1714076254.18612,0.263077825307846,-1.0727029789609008,0
1714076254.206313,0.2649047374725342,-1.066478950854224,0
1714076254.2262886,0.2838265001773834,-1.0609545125365951,0
1714076254.2461336,0.309403508901596,-1.0540907259473336,0
1714076254.2661488,0.3053581714630127,-1.0474025254484904,0
1714076254.2863038,0.2979199588298797,-1.040060831367044,0
1714076254.3063064,0.298833429813385,-1.0316577353532117,0
1714076254.3262565,0.3150148093700409,-1.02476806781551,0
1714076254.3462312,0.3318486511707306,-1.017096474814286,0
1714076254.3663297,0.3224530220031738,-1.007988472065862,0
1714076254.386164,0.3036617338657379,-1.0003803081833225,0
1714076254.4062335,0.2729954421520233,-0.9936405546567236,0
1714076254.4263144,0.3160587549209595,-0.9855413912276726,0
1714076254.4462254,0.3555987477302551,-0.9763399953489028,0
1714076254.466253,0.3455506265163421,-0.967317445294393,0
1714076254.4862857,0.3315876722335815,-0.9575108156835384,0
1714076254.5061746,0.3103169798851013,-0.9501750163877554,0
1714076254.525958,0.2673841416835785,-0.9418269466875652,0
1714076254.5460603,0.2823910713195801,-0.9354649030934556,0
1714076254.5660512,0.3492044806480407,-0.9262215684157612,0
1714076254.5860145,0.3287167847156524,-0.9183380545644636,0
1714076254.606143,0.3187991678714752,-0.9096608159005948,0
1714076254.6262753,0.3159282803535461,-0.9011789701932478,0
1714076254.6465323,0.3013128340244293,-0.8932064860254214,0
1714076254.6661236,0.3000078797340393,-0.8853542261020466,0
1714076254.686108,0.32049560546875,-0.8773752544456006,0
1714076254.706151,0.3244104385375976,-0.8684297747641582,0
1714076254.7262487,0.3396783471107483,-0.859276885706553,0
1714076254.7461069,0.3386344015598297,-0.8498883598156549,0
1714076254.7661564,0.3289777636528015,-0.8404580779547791,0
1714076254.7861133,0.3177551925182342,-0.8311659597998494,0
1714076254.805993,0.2979199588298797,-0.8227434364935938,0
1714076254.8260884,0.3236274719238281,-0.8140009787987613,0
1714076254.846327,0.3430712223052978,-0.8051333308455304,0
1714076254.8662667,0.3325011134147644,-0.7956539506369086,0
1714076254.8864057,0.3126659095287323,-0.7873521234080985,0
1714076254.9062226,0.3339365720748901,-0.7773360001199509,0
1714076254.9267695,0.3112304508686065,-0.7681872972903074,0
1714076254.946143,0.3185381591320038,-0.7591729269396039,0
1714076254.9663107,0.3165807425975799,-0.750104248449322,0
1714076254.9863615,0.3186686635017395,-0.7397533578620963,0
1714076255.0060892,0.3215395510196686,-0.7309495648217468,0
1714076255.026064,0.3349805176258087,-0.7210890030914354,0
1714076255.046107,0.3259763717651367,-0.7118079318993096,0
1714076255.0660768,0.3164502382278442,-0.7042429324917139,0
1714076255.0862188,0.300138384103775,-0.6970807991389987,0
1714076255.1061995,0.307837575674057,-0.688001824579427,0
1714076255.1261556,0.3539023101329803,-0.6780735697708361,0
1714076255.146226,0.3305436968803406,-0.6684237236185063,0
1714076255.1661272,0.3218005299568176,-0.6589735887979296,0
1714076255.1864266,0.3208870887756347,-0.6497328132260586,0
1714076255.206209,0.3124049007892608,-0.6410797471594571,0
1714076255.2262528,0.3003993630409241,-0.6322000214563329,0
1714076255.246235,0.3305436968803406,-0.6239512930250478,0
1714076255.2662256,0.3216700553894043,-0.6125130823425915,0
1714076255.286181,0.3118829131126404,-0.6035701536128956,0
1714076255.306729,0.3176247179508209,-0.5942368596621098,0
1714076255.326337,0.3301522135734558,-0.5856549890808765,0
1714076255.345927,0.3349805176258087,-0.5751727413623207,0
1714076255.3661923,0.3261068761348724,-0.5650539806040062,0
1714076255.3860118,0.3112304508686065,-0.5555898114327992,0
1714076255.4061368,0.3125354051589966,-0.5458683194479468,0
1714076255.4268248,0.3437236845493316,-0.5368496964394955,0
1714076255.4461415,0.3736070394515991,-0.5251403878804691,0
1714076255.466139,0.3613405227661133,-0.5153514355079952,0
1714076255.4861355,0.31919065117836,-0.5056261844405643,0
1714076255.506262,0.2979199588298797,-0.4962446284082907,0
1714076255.526409,0.3263678550720215,-0.4864255877544761,0
1714076255.546119,0.3298912346363067,-0.4775028931340428,0
1714076255.5661566,0.3349805176258087,-0.4675494098322957,0
1714076255.5861905,0.3602965474128723,-0.4563119370875516,0
1714076255.6061783,0.349073976278305,-0.4451841386136564,0
1714076255.626685,0.3080985844135284,-0.4338095893165892,0
1714076255.646511,0.2979199588298797,-0.4241617425957737,0
1714076255.666246,0.307837575674057,-0.4157314980961516,0
1714076255.6863725,0.3506399393081665,-0.4044177401261082,0
1714076255.7061894,0.3717800974845886,-0.3940826549299325,0
1714076255.726282,0.3827416896820068,-0.381779862457601,0
1714076255.7462554,0.3360244929790497,-0.3708525754179504,0
1714076255.7662268,0.2940051257610321,-0.3614830130174658,0
1714076255.7861907,0.2852619588375091,-0.3509040632965563,0
1714076255.8061154,0.3246714174747467,-0.3418473583489099,0
1714076255.826281,0.3698226809501648,-0.3307380401795098,0
1714076255.8461893,0.3750424683094024,-0.3178910336920902,0
1714076255.8661892,0.3519448637962341,-0.3075433127357441,0
1714076255.8859494,0.3107084631919861,-0.2984875745004275,0
1714076255.9060504,0.2812166213989258,-0.2885317925820998,0
1714076255.926085,0.3238884508609772,-0.2787683481063757,0
1714076255.9468307,0.3599050641059875,-0.2678310559456679,0
1714076255.96618,0.3662993311882019,-0.2560096413508011,0
1714076255.986181,0.3507704138755798,-0.2440034199605818,0
1714076256.0064,0.329499751329422,-0.234067856985536,0
1714076256.026055,0.2570750415325165,-0.2258751657345872,0
1714076256.0470016,0.2724734544754028,-0.2172223117252511,0
1714076256.0661952,0.3536413013935089,-0.2056062157837987,0
1714076256.086028,0.359383076429367,-0.1940408032532495,0
1714076256.1062834,0.347508043050766,-0.1827031344439778,0
1714076256.1263237,0.3364159762859344,-0.1727797458925198,0
1714076256.1462338,0.2940051257610321,-0.1640788943156285,0
1714076256.1661303,0.266862154006958,-0.1541743596276001,0
1714076256.18618,0.3171027302742004,-0.1436734813256617,0
1714076256.2070153,0.3341975510120392,-0.1322164445541918,0
1714076256.2260754,0.3512924015522003,-0.1210610783161599,0
1714076256.247059,0.3747814893722534,-0.1085779337839738,0
1714076256.2660985,0.377130389213562,-0.0948691797718686,0
1714076256.2861202,0.3254544138908386,-0.0860832028534203,0
1714076256.306085,0.2622948586940765,-0.077829155121451,0
1714076256.326083,0.2780847251415252,-0.0694143163866014,0
1714076256.3461535,0.3600355684757232,-0.0570633288397177,0
1714076256.365995,0.3558597266674042,-0.0459081807197007,0
1714076256.3860738,0.3416357636451721,-0.0361553670200441,0
1714076256.4062057,0.3195821344852447,-0.0272085235309027,0
1714076256.4269114,0.3011823296546936,-0.0166431805955984,0
1714076256.4463358,0.3069241046905517,-0.006421823512126,0
1714076256.4665463,0.3259763717651367,0.0037816056763111,0
1714076256.486358,0.3326316177845001,0.0150097033277011,0
1714076256.5062356,0.3327621221542358,0.0266151661653764,0
1714076256.5263588,0.337459921836853,0.0369581094084319,0
1714076256.5466394,0.3296302258968353,0.0461024509243912,0
1714076256.5661037,0.310186505317688,0.0558998977492151,0
1714076256.5861912,0.3103169798851013,0.0643501089984719,0
1714076256.6061964,0.3259763717651367,0.0747447653630564,0
1714076256.626236,0.3418967723846435,0.0856058349344906,0
1714076256.6462877,0.3509009182453155,0.0966818455477116,0
1714076256.6665933,0.3177551925182342,0.1063324747629165,0
1714076256.6865647,0.290090262889862,0.1139192671150263,0
1714076256.706051,0.2612508833408355,0.1220383258308475,0
1714076256.726267,0.3361549973487854,0.1327657790279596,0
1714076256.7460935,0.3728240728378296,0.1446957994222598,0
1714076256.7662716,0.3208870887756347,0.1532967057192384,0
1714076256.7862322,0.2809556126594543,0.1612348231955311,0
1714076256.8062286,0.239849716424942,0.1695539319395674,0
1714076256.8262649,0.2590324580669403,0.1763850435831174,0
1714076256.846358,0.3402003347873688,0.1864797576353047,0
1714076256.866754,0.347508043050766,0.1958111814404383,0
1714076256.886128,0.3069241046905517,0.2054429925664168,0
1714076256.9061942,0.2450695186853408,0.2131860982334334,0
1714076256.9263816,0.2449390143156051,0.2208532752050794,0
1714076256.9462314,0.3186686635017395,0.2314385988238992,0
1714076256.9662335,0.3134488761425018,0.2414003626278206,0
1714076256.9862568,0.2817385792732239,0.2487630510762903,0
1714076257.0062287,0.2448085248470306,0.2550849054909268,0
1714076257.026212,0.2375008016824722,0.261273732403808,0
1714076257.04645,0.2882633507251739,0.2705913907981622,0
1714076257.066141,0.2847399711608886,0.2793982046264043,0
1714076257.0864882,0.2719514667987823,0.2883642027902002,0
1714076257.1066806,0.2649047374725342,0.2969257263149929,0
1714076257.126302,0.2608594000339508,0.3036476416840453,0
1714076257.1462028,0.2893072962760925,0.3124296979683187,0
1714076257.1662436,0.2839570045471191,0.3204715563823762,0
1714076257.186123,0.2775627672672272,0.3274631228280791,0
1714076257.2061627,0.2686890959739685,0.3358485110331792,0
1714076257.2262993,0.2612508833408355,0.3442328142045961,0
1714076257.2460272,0.2577275335788727,0.350370754504296,0
1714076257.2661664,0.2826520502567291,0.357354575276298,0
1714076257.2859752,0.2878718674182892,0.3665371566116802,0
1714076257.3066726,0.2823910713195801,0.3729767129644547,0
1714076257.3259575,0.269472062587738,0.3815395559945878,0
1714076257.3462634,0.2401107102632522,0.3879582888279216,0
1714076257.3661978,0.2766492962837219,0.3968505558367232,0
1714076257.3861315,0.2996163964271545,0.4047540598977076,0
1714076257.406176,0.2934831380844116,0.4117420643029115,0
1714076257.4262953,0.2972674965858459,0.419749738810998,0
1714076257.4462516,0.2697330713272095,0.4277235293580866,0
1714076257.4664574,0.2652962207794189,0.4362757909978785,0
1714076257.4861495,0.2853924632072449,0.4424616275702725,0
1714076257.5066087,0.2910037338733673,0.45023096978147,0
1714076257.526179,0.2736479043960571,0.4569039397994536,0
1714076257.546376,0.2587714791297912,0.4633243439665018,0
1714076257.56645,0.2801726460456848,0.472041619066527,0
1714076257.586167,0.2816081047058105,0.4781855327415971,0
1714076257.6061704,0.2916561961174011,0.4870356948935687,0
1714076257.6266985,0.2728649377822876,0.4940737129092404,0
1714076257.6463723,0.2354128807783126,0.5012311474927634,0
1714076257.666314,0.2261477410793304,0.5069820984728788,0
1714076257.6864183,0.2857839465141296,0.5157188255234959,0
1714076257.7063074,0.2864364087581634,0.5232929398754377,0
1714076257.7263286,0.2775627672672272,0.5317593164008176,0
1714076257.7463078,0.2574665248394012,0.5395062914330025,0
1714076257.766164,0.2449390143156051,0.5461849689421043,0
1714076257.786063,0.2682976126670837,0.5531840703157387,0
1714076257.8061066,0.2941356003284454,0.5598227481272374,0
1714076257.8262525,0.2770407795906067,0.566466411347022,0
1714076257.8462112,0.2963540256023407,0.5740476183438353,0
1714076257.8661046,0.3120134174823761,0.5804669361050351,0
1714076257.886124,0.3133183717727661,0.5887585982196601,0
1714076257.9060595,0.300138384103775,0.5947413111601193,0
1714076257.9266431,0.2609899044036865,0.6012154863637035,0
1714076257.94627,0.2895682752132416,0.608378631720134,0
1714076257.9661026,0.337459921836853,0.6152511233223329,0
1714076257.986507,0.3223225176334381,0.6235862099083096,0
1714076258.0070078,0.3182771801948547,0.6314425135916464,0
1714076258.0261042,0.2951795756816864,0.6398265856169767,0
1714076258.0467591,0.2749528586864471,0.6449877932283742,0
1714076258.0662396,0.2732564210891723,0.6526488187911714,0
1714076258.0861225,0.3061411380767822,0.6609621118616253,0
1714076258.1063328,0.3103169798851013,0.6693804603836669,0
1714076258.1261954,0.3472470641136169,0.6787539575399819,0
1714076258.1462789,0.357817143201828,0.6858802136526753,0
1714076258.1662414,0.3370684385299682,0.693841942086322,0
1714076258.186425,0.3090120255947113,0.7011358854828125,0
1714076258.2065146,0.2564225792884826,0.7082642525761892,0
1714076258.2264843,0.2564225792884826,0.7138768664095835,0
1714076258.2462406,0.37073615193367,0.7210007137960202,0
1714076258.266209,0.3646028935909271,0.7299794611994183,0
1714076258.2861462,0.3323706388473511,0.7378215715009655,0
1714076258.3060758,0.3322401344776153,0.7453155824265355,0
1714076258.3258908,0.2500283122062683,0.7522508604211957,0
1714076258.3460872,0.2134897410869598,0.7581456922295865,0
1714076258.3661163,0.3053581714630127,0.7649920307556737,0
1714076258.3861194,0.338503897190094,0.7720958855994363,0
1714076258.406099,0.340069830417633,0.7797802673943831,0
1714076258.42616,0.3443761765956878,0.7873477691762037,0
1714076258.4462235,0.3100560009479522,0.7944083086091802,0
1714076258.4663098,0.2393277287483215,0.7999400969907902,0
1714076258.486362,0.2675146460533142,0.8053373024380597,0
1714076258.5061977,0.2921781837940216,0.8126862009287994,0
1714076258.5264626,0.3357635140419006,0.8186318484418746,0
1714076258.5465343,0.3648638725280761,0.8253357603675517,0
